 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"171630 Pau D'Arco";-;261,60;269,60;261,60;-;-;-;-;-;-;-;-;-;-;863,28;-;287,76;-;287,76;-;-;-;-;287,76;-;-;287,76;575,52;863,28;575,52;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;287,76;-;-;-;287,76;287,76;287,76;287,76;871,28;-;-;-;-;-;-;287,76;-;-;-;967,40;-;-;311,76;287,76;-;-;-;-;-;-;287,76;303,76;287,76;-;-;-;287,76;-;-;-;295,76;-;-;-;-;287,76;-;575,52;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;287,76;-;340,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;389,65;-;287,76;-;-;295,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;14928,43
"171650 Pedro Afonso";-;-;-;2362,40;2092,80;3179,20;2116,80;523,20;-;-;277,60;-;-;287,76;575,52;287,76;879,28;2022,32;575,52;879,28;2917,60;575,52;303,76;1540,75;-;895,28;287,76;591,52;1463,00;2949,60;4636,16;4380,40;3837,08;591,52;303,76;917,23;-;287,76;879,28;575,52;879,28;287,76;287,76;2334,08;1454,80;607,52;2342,08;575,52;287,76;-;287,76;287,76;615,52;871,28;1279,44;-;287,76;905,45;-;287,76;-;-;661,47;287,76;303,76;303,76;1530,86;903,28;303,76;575,52;-;401,77;303,76;-;-;-;623,52;287,76;335,76;-;-;965,23;-;-;-;-;911,28;344,54;303,76;303,76;927,28;-;-;623,52;303,76;-;-;303,76;-;-;-;-;303,76;-;-;311,76;-;-;-;-;-;327,76;-;607,52;1215,04;599,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;324,46;-;-;-;575,52;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74274,96
"171660 Peixe";-;-;-;523,20;539,20;-;539,20;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;575,52;-;-;-;-;863,28;-;-;-;-;-;2302,08;1151,04;287,76;-;287,76;-;319,76;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;2302,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;11705,20
"171665 Pequizeiro";-;-;-;523,20;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;599,72;-;-;-;-;319,76;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3822,71
"171700 Pindorama do Tocantins";-;-;-;1059,75;523,20;285,60;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1151,04;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;340,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4197,34
"171720 Piraquê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;591,52
"171750 Pium";-;-;-;261,60;3662,40;7324,80;10202,40;1831,20;-;-;-;-;-;575,52;287,76;-;863,28;575,52;2589,84;-;-;8385,19;-;-;-;-;-;2877,60;4604,16;1726,56;-;-;287,76;287,76;-;-;-;863,28;1151,04;1151,04;575,52;3165,36;1151,04;575,52;-;-;287,76;-;-;-;863,28;1438,80;3740,88;-;6042,96;2877,60;863,28;863,28;1726,56;287,76;1438,80;-;-;2302,08;1726,56;5179,68;2014,32;575,52;-;-;-;-;-;871,28;-;-;599,52;6154,96;863,28;863,28;863,28;287,76;-;-;-;575,52;575,52;575,52;3091,27;1734,56;1446,80;1470,80;575,52;-;863,28;-;-;-;1438,80;5219,68;7561,76;2605,84;1151,04;287,76;-;-;-;287,76;-;287,76;879,28;575,52;1454,80;1159,04;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;287,76;583,52;287,76;631,52;-;295,76;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;135059,58
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;379,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;955,18
"171790 Ponte Alta do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;44,22;-;-;-;-;-;-;-;-;-;-;-;47,27;-;-;-;-;-;-;-;-;-;-;-;-;88,44;455,47;88,44;91,49;-;44,22;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;294,11;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3503,74
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;887,48;599,72;287,76;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;335,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3837,48
"171820 Porto Nacional";-;-;261,60;1593,60;2440,96;2644,45;2650,84;1394,56;523,20;261,60;784,80;-;-;-;311,76;575,52;911,68;1215,44;287,76;2062,72;2014,32;303,76;2597,84;1766,56;575,52;1207,04;4194,59;5715,64;4500,40;3411,47;2255,28;1470,80;1254,16;287,76;-;-;-;-;303,76;1167,04;1167,04;-;2094,32;1462,80;575,52;287,76;287,76;700,23;1276,15;644,88;737,59;583,52;295,76;1544,83;295,76;1543,49;1223,73;330,44;327,96;-;-;-;287,76;1492,81;-;608,86;920,62;623,52;303,76;-;-;-;321,10;-;-;917,29;287,76;321,30;596,19;287,76;1159,44;-;-;-;-;287,76;287,76;-;316,43;962,10;599,52;-;287,76;-;-;-;311,96;287,76;287,76;-;287,76;324,90;-;-;311,96;-;308,43;-;-;-;295,76;-;-;-;354,38;1140,58;-;-;-;-;-;-;-;-;-;-;877,29;955,95;287,76;-;-;937,90;303,76;867,95;6467,74;13331,42;10550,42;2402,10;1493,75;1187,71;-;583,52;-;308,43;-;-;-;591,52;325,77;-;316,43;-;324,43;316,43;-;-;-;-;-;123537,00
"171830 Praia Norte";-;261,60;523,20;261,60;539,20;1054,40;1856,24;1847,20;-;-;-;-;-;-;-;287,76;287,76;575,52;879,28;863,28;-;-;287,76;-;-;287,76;-;-;287,76;879,28;287,76;-;-;-;-;-;287,76;-;-;-;328,80;-;575,52;1167,04;-;295,76;287,76;295,76;-;-;-;583,52;-;287,76;583,52;295,76;-;-;-;-;-;-;287,76;-;575,52;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;655,52;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;615,52;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19861,44
"171840 Presidente Kennedy";-;261,60;-;523,20;-;261,60;523,20;523,20;-;-;-;-;-;-;-;-;-;-;287,76;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;583,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4147,12
"171845 Pugmil";-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;613,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1162,83
"171850 Recursolândia";-;-;-;-;-;523,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;287,76;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3185,04
"171855 Riachinho";-;-;-;277,60;555,20;-;277,60;-;-;-;-;-;-;-;-;591,52;311,76;-;303,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;439,70;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5378,98
"171865 Rio da Conceição";-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,96;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;365,71;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2689,83
"171870 Rio dos Bois";-;-;-;-;261,60;816,80;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63,27;-;-;-;-;-;-;599,52;-;-;-;-;-;-;-;-;-;303,76;287,76;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44,22;-;-;287,76;450,66;-;287,76;287,76;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;4642,15
"171875 Rio Sono";-;-;-;-;-;-;277,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;482,18;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;292,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1651,73
"171880 Sampaio";-;-;2124,80;1847,20;523,20;523,20;-;792,80;523,20;-;269,60;-;-;-;287,76;295,76;287,76;591,52;-;575,52;-;287,76;303,76;-;287,76;-;-;303,76;-;287,76;-;349,71;-;-;287,76;-;613,47;-;287,76;-;-;-;-;287,76;287,76;287,76;287,76;287,76;-;287,76;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;327,76;-;303,76;-;-;-;-;-;-;-;-;-;-;295,76;287,76;-;-;-;-;-;-;-;-;-;-;287,76;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;349,71;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16389,93
"171884 Sandolândia";-;-;-;-;523,20;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;863,28;-;863,28;591,52;2046,32;1478,80;575,52;1175,04;287,76;-;-;-;1758,56;1487,00;575,52;-;575,52;287,76;575,52;925,23;-;-;287,76;-;-;303,76;591,52;607,52;55,27;311,76;879,28;-;575,52;-;-;-;287,76;-;607,52;1462,80;1766,56;1454,80;1462,80;303,76;311,76;311,76;-;-;-;287,76;1151,04;2094,32;1548,75;1207,04;287,76;575,52;287,76;-;-;-;-;-;303,76;-;287,76;1866,46;287,76;287,76;-;-;-;-;-;303,76;303,76;-;287,76;1199,04;615,52;-;-;-;-;-;-;311,76;-;287,76;-;295,76;295,76;295,76;-;-;303,76;-;-;-;-;-;311,76;-;-;327,76;-;-;-;-;-;-;-;-;629,47;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43277,86
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;353,71;-;349,71;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;991,18
"171888 Santa Maria do Tocantins";-;-;-;261,60;-;-;-;555,20;-;-;-;-;-;-;-;-;-;-;-;575,52;303,76;327,76;-;287,76;-;-;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;693,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4491,87
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;285,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;573,36
"171890 Santa Rosa do Tocantins";-;-;-;-;274,95;261,60;815,63;539,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;903,28;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;437,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;321,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3865,08
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;329,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;307,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;925,29
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;351,76;623,52;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2733,84
"172010 São Bento do Tocantins";-;-;293,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;287,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;333,71;-;-;-;-;-;-;-;295,76;320,15;287,76;341,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2751,97
"172015 São Félix do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;-;-;-;-;-;325,71
"172020 São Miguel do Tocantins";-;261,60;-;261,60;261,60;261,60;531,20;531,20;-;-;261,60;-;-;-;-;-;-;-;-;287,76;-;311,76;-;-;-;-;-;592,56;-;-;-;287,76;-;-;-;-;-;-;-;287,76;295,76;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;373,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5383,19
"172025 São Salvador do Tocantins";-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;549,36
"172030 São Sebastião do Tocantins";-;-;261,60;269,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;328,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1147,11
"172049 São Valério";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76
