Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Rondonópolis (Município) (510760)	75.315	74.073	2,95	2,89	9.598,520	43.175,13	4.686,620	47,44
Rosário Oeste (Município) (510770)	6.360	3.749	2,66	2,72	282,530	16.709,78	7.419,630	2,28
Santo Antônio do Leverger (Município) (510780)	6.876	2.492	2,67	2,86	482,670	26.243,48	11.735,750	1,57
Sinop (Município) (510790)	41.695	35.703	3,26	3,15	5.626,290	41.408,12	3.942,230	34,47
Sorriso (Município) (510792)	24.384	21.838	3,50	3,42	5.731,410	67.251,95	9.347,560	9,12
Tangará da Serra (Município) (510795)	31.372	29.312	3,15	3,07	3.014,930	30.506,85	11.601,250	8,52
Várzea Grande (Município) (510840)	91.319	91.719	3,00	2,94	7.892,650	28.803,94	1.048,210	261,41
Abadia de Goiás (Município) (520005)	2.614	1.924	3,14	3,15	233,950	28.506,64	147,730	55,55
Águas Lindas de Goiás (Município) (520025)	54.227	55.060	3,61	3,55	1.783,500	9.108,33	188,390	1.039,41
Anápolis (Município) (520110)	127.838	127.817	2,93	2,88	14.204,320	37.863,85	933,160	402,01
Aparecida de Goiânia (Município) (520140)	167.189	169.900	3,24	3,19	12.882,840	23.765,14	278,540	1.946,19
Aragoiânia (Município) (520180)	3.303	2.209	2,96	2,92	105,460	10.799,28	218,180	44,76
Bela Vista de Goiás (Município) (520330)	9.978	7.272	2,86	2,87	954,540	33.476,26	1.275,850	22,35
Bonfinópolis (Município) (520355)	2.911	2.747	3,11	3,07	88,140	9.736,63	123,430	73,34
Brazabrantes (Município) (520360)	1.333	909	2,70	2,66	104,430	28.975,86	123,070	29,28
Caldas Novas (Município) (520450)	28.289	27.563	3,00	2,96	2.336,730	27.523,26	1.608,440	52,78
Caldazinha (Município) (520455)	1.346	792	2,75	2,70	47,470	12.820,42	249,690	14,83
Catalão (Município) (520510)	34.272	32.424	2,99	2,95	6.231,010	60.853,88	3.821,460	26,79
Caturaí (Município) (520520)	1.854	1.462	2,72	2,70	63,880	12.672,49	205,080	24,58
Cidade Ocidental (Município) (520549)	19.431	15.512	3,44	3,36	742,420	11.117,87	389,990	171,23
Cristalina (Município) (520620)	16.680	13.766	3,32	3,32	2.293,760	41.443,33	6.162,090	8,98
Formosa (Município) (520800)	37.057	34.173	3,12	3,12	2.306,360	19.918,60	5.811,790	19,92
Goianápolis (Município) (520840)	3.961	3.671	2,90	2,83	181,240	15.799,49	169,010	67,87
Goianésia (Município) (520860)	22.163	20.934	3,05	3,01	1.326,890	19.655,61	1.547,270	43,63
Goiânia (Município) (520870)	513.421	511.114	2,86	2,86	49.023,140	33.437,67	728,840	2.011,56
Goianira (Município) (520880)	12.665	12.636	3,25	3,20	894,070	21.717,09	212,550	193,69
Guapó (Município) (520920)	5.542	4.523	2,61	2,60	197,860	13.662,48	517,260	28,00
Hidrolândia (Município) (520970)	6.668	4.054	3,07	3,04	1.120,650	54.740,62	953,730	21,47
Inhumas (Município) (521000)	18.757	17.778	2,79	2,75	1.118,710	21.385,66	615,280	85,02
Itumbiara (Município) (521150)	37.713	36.644	2,72	2,68	4.144,600	40.430,00	2.464,510	41,60
Jataí (Município) (521190)	34.084	31.732	2,88	2,85	4.510,380	45.964,21	7.174,230	13,68
Luziânia (Município) (521250)	61.144	57.704	3,26	3,23	3.391,350	16.989,45	3.961,100	50,39
Mineiros (Município) (521310)	19.558	18.021	3,21	3,18	2.412,900	38.452,56	9.038,770	6,94
Nerópolis (Município) (521450)	9.053	8.802	3,12	3,08	735,050	26.000,07	204,220	138,44
Nova Veneza (Município) (521500)	3.043	2.652	3,09	3,06	178,550	19.017,25	123,380	76,10
Novo Gama (Município) (521523)	32.483	32.639	3,39	3,34	922,300	8.377,21	194,990	564,62
Planaltina (Município) (521760)	28.013	26.882	3,17	3,14	1.017,380	11.448,85	2.543,680	34,93
Rio Verde (Município) (521880)	68.029	64.101	3,19	3,14	9.498,290	43.761,24	8.386,830	25,88
Santo Antônio de Goiás (Município) (521973)	1.727	1.603	3,35	3,28	131,060	22.647,49	132,810	43,58
Santo Antônio do Descoberto (Município) (521975)	21.933	19.696	3,28	3,28	653,340	9.088,43	944,150	76,14
Senador Canedo (Município) (522045)	29.749	30.120	3,54	3,49	3.381,750	32.066,95	248,290	424,74
Terezópolis de Goiás (Município) (522119)	2.421	2.117	3,15	3,12	188,000	24.626,54	106,910	71,40
Trindade (Município) (522140)	39.164	38.120	3,10	3,05	2.064,530	17.024,76	710,330	170,72
Valparaíso de Goiás (Município) (522185)	48.275	49.113	3,30	3,25	2.492,500	15.626,97	61,450	2.595,61
Brasília (Município) (530010)	1.040.641	980.493	2,92	2,99	244.682,760	80.502,47	5.780,000	525,86
