Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Santo Antônio do Leverger (Município) (510780)	5.793	2.063	3,23	3,51	375,640	20.092,25	11.735,750	1,59
Sinop (Município) (510790)	35.133	29.548	3,30	3,25	3.980,310	34.308,88	3.942,230	29,43
Sorriso (Município) (510792)	20.546	18.072	3,35	3,34	4.172,450	60.563,31	9.347,560	7,37
Tangará da Serra (Município) (510795)	26.434	24.259	3,23	3,20	2.499,630	29.297,51	11.601,250	7,35
Várzea Grande (Município) (510840)	76.946	75.907	3,32	3,31	6.701,990	26.236,12	1.048,210	243,70
Abadia de Goiás (Município) (520005)	2.200	1.595	3,19	3,25	100,820	14.355,78	147,730	47,54
Águas Lindas de Goiás (Município) (520025)	45.608	45.631	3,58	3,58	1.351,200	8.264,48	188,390	867,88
Anápolis (Município) (520110)	107.519	105.927	3,15	3,14	17.726,180	52.359,90	933,160	362,80
Aparecida de Goiânia (Município) (520140)	140.615	140.804	3,31	3,30	10.946,840	23.536,88	278,540	1.669,76
Aragoiânia (Município) (520180)	2.778	1.831	3,06	3,07	96,930	11.385,25	218,180	39,02
Bela Vista de Goiás (Município) (520330)	8.391	6.026	2,98	3,03	655,910	26.273,14	1.275,850	19,57
Bonfinópolis (Município) (520355)	2.448	2.276	3,15	3,15	82,490	10.707,02	123,430	62,42
Brazabrantes (Município) (520360)	1.120	753	2,92	2,91	59,700	18.267,40	123,070	26,55
Caldas Novas (Município) (520450)	23.793	22.843	3,03	3,03	2.173,190	30.153,50	1.608,440	44,81
Caldazinha (Município) (520455)	1.133	656	2,97	2,96	40,840	12.152,27	249,690	13,46
Catalão (Município) (520510)	28.824	26.870	3,07	3,08	7.896,290	89.371,09	3.821,460	23,12
Caturaí (Município) (520520)	1.559	1.211	3,02	3,04	64,210	13.621,54	205,080	22,99
Cidade Ocidental (Município) (520549)	16.342	12.856	3,49	3,47	571,980	10.015,74	389,990	146,44
Cristalina (Município) (520620)	14.028	11.409	3,39	3,44	1.789,120	37.636,41	6.162,090	7,71
Formosa (Município) (520800)	31.167	28.321	3,26	3,30	1.876,520	18.445,87	5.811,790	17,50
Goianápolis (Município) (520840)	3.332	3.042	3,21	3,19	137,360	12.840,98	169,010	63,29
Goianésia (Município) (520860)	18.640	17.350	3,24	3,25	1.150,180	19.059,47	1.547,270	39,00
Goiânia (Município) (520870)	435.214	433.629	3,03	3,03	50.044,840	37.965,99	728,840	1.808,55
Goianira (Município) (520880)	10.652	10.472	3,27	3,27	590,050	16.930,08	212,550	163,97
Guapó (Município) (520920)	4.661	3.749	3,00	3,02	208,170	14.885,58	517,260	27,04
Hidrolândia (Município) (520970)	5.608	3.360	3,16	3,18	427,480	24.112,10	953,730	18,59
Inhumas (Município) (521000)	15.776	14.733	3,08	3,08	922,070	18.980,47	615,280	78,96
Itumbiara (Município) (521150)	31.719	30.368	2,96	2,96	3.913,490	41.738,08	2.464,510	38,05
Jataí (Município) (521190)	28.666	26.298	3,10	3,11	3.909,140	43.937,75	7.174,230	12,40
Luziânia (Município) (521250)	51.426	47.821	3,44	3,45	3.602,480	20.341,62	3.961,100	44,71
Mineiros (Município) (521310)	16.450	14.935	3,28	3,30	1.913,500	35.433,17	9.038,770	5,97
Nerópolis (Município) (521450)	7.615	7.295	3,24	3,24	666,800	27.058,50	204,220	120,67
Nova Veneza (Município) (521500)	2.559	2.198	3,23	3,25	160,150	19.386,15	123,380	66,96
Novo Gama (Município) (521523)	27.320	27.049	3,54	3,53	827,240	8.563,29	194,990	495,42
Planaltina (Município) (521760)	23.559	22.278	3,49	3,51	899,950	10.940,58	2.543,680	32,34
Rio Verde (Município) (521880)	57.215	53.123	3,16	3,16	8.301,070	45.857,20	8.386,830	21,58
Santo Antônio de Goiás (Município) (521973)	1.452	1.329	3,32	3,30	111,330	23.069,39	132,810	36,34
Santo Antônio do Descoberto (Município) (521975)	18.446	16.323	3,48	3,53	565,320	8.816,52	944,150	67,91
Senador Canedo (Município) (522045)	25.020	24.962	3,47	3,47	1.826,400	21.029,66	248,290	349,79
Terezópolis de Goiás (Município) (522119)	2.036	1.755	3,28	3,29	148,100	22.186,81	106,910	62,43
Trindade (Município) (522140)	32.940	31.590	3,23	3,22	1.687,000	15.876,76	710,330	149,59
Valparaíso de Goiás (Município) (522185)	40.602	40.702	3,35	3,34	2.090,550	15.381,99	61,450	2.211,70
Brasília (Município) (530010)	808.432	780.752	3,23	3,23	233.122,070	89.318,87	5.780,000	451,56
