Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Nova Veneza (Município) (521500)	31,06	0,00	50.555,32	0,00	0,00	50.555,32	5,64
Novo Gama (Município) (521523)	298,17	36,56	3.951.855,87	0,00	0,00	3.951.855,87	37,67
Planaltina (Município) (521760)	236,65	69,04	1.732.977,16	0,00	0,00	1.732.977,16	19,98
Rio Verde (Município) (521880)	618,24	340,00	20.790.206,32	0,00	0,00	20.790.206,32	102,81
Santo Antônio de Goiás (Município) (521973)	26,22	0,00	262.575,14	0,00	0,00	262.575,14	48,71
Santo Antônio do Descoberto (Município) (521975)	188,15	62,02	9.243.024,62	0,00	0,00	9.243.024,62	133,96
Senador Canedo (Município) (522045)	369,02	0,00	3.053.449,98	5.430.183,57	0,00	8.483.633,55	86,82
Terezópolis de Goiás (Município) (522119)	37,77	0,00	4.522.278,65	0,00	0,00	4.522.278,65	622,73
Trindade (Município) (522140)	362,65	215,00	9.484.819,43	0,00	0,00	9.484.819,43	82,14
Valparaíso de Goiás (Município) (522185)	292,42	99,21	7.803.624,79	0,00	0,00	7.803.624,79	52,02
Brasília (Município) (530010)	9.072,85	6.148,67	224.306.566,66	0,00	0,00	224.306.566,66	78,64
