Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Rondonópolis (Município) (510760)	77.496	76.446	2,95	2,88	11.703,960	51.140,93	4.686,620	48,83
Rosário Oeste (Município) (510770)	6.544	3.869	2,63	2,68	329,000	19.086,68	7.419,630	2,32
Santo Antônio do Leverger (Município) (510780)	7.075	2.572	2,32	2,48	516,370	31.422,72	11.735,750	1,40
Sinop (Município) (510790)	42.902	36.847	3,26	3,15	6.574,030	46.979,14	3.942,230	35,50
Sorriso (Município) (510792)	25.090	22.538	3,50	3,42	6.308,990	71.844,13	9.347,560	9,39
Tangará da Serra (Município) (510795)	32.280	30.251	3,15	3,06	3.377,100	33.185,57	11.601,250	8,77
Várzea Grande (Município) (510840)	93.963	94.658	3,00	2,93	8.325,970	29.523,79	1.048,210	269,04
Abadia de Goiás (Município) (520005)	2.691	1.985	3,19	3,19	237,240	27.640,48	147,730	58,10
Águas Lindas de Goiás (Município) (520025)	55.814	56.811	3,71	3,64	1.965,070	9.489,88	188,390	1.099,19
Anápolis (Município) (520110)	131.580	131.882	2,90	2,85	14.848,220	38.872,75	933,160	409,33
Aparecida de Goiânia (Município) (520140)	172.083	175.303	3,29	3,23	13.833,720	24.443,06	278,540	2.031,88
Aragoiânia (Município) (520180)	3.400	2.279	2,98	2,93	112,970	11.167,72	218,180	46,36
Bela Vista de Goiás (Município) (520330)	10.270	7.503	2,87	2,87	1.012,640	34.387,40	1.275,850	23,08
Bonfinópolis (Município) (520355)	2.996	2.834	3,17	3,12	90,800	9.570,49	123,430	76,87
Brazabrantes (Município) (520360)	1.372	938	2,67	2,62	113,570	31.039,18	123,070	29,73
Caldas Novas (Município) (520450)	29.117	28.440	3,06	3,01	2.664,030	29.903,70	1.608,440	55,39
Caldazinha (Município) (520455)	1.385	817	2,71	2,65	52,830	14.054,34	249,690	15,05
Catalão (Município) (520510)	35.275	33.455	3,02	2,98	6.369,760	59.743,73	3.821,460	27,90
Caturaí (Município) (520520)	1.908	1.508	2,64	2,61	71,200	14.132,70	205,080	24,57
Cidade Ocidental (Município) (520549)	20.000	16.005	3,49	3,41	829,690	11.881,74	389,990	179,06
Cristalina (Município) (520620)	17.168	14.204	3,36	3,35	2.427,380	42.026,01	6.162,090	9,37
Formosa (Município) (520800)	38.142	35.260	3,13	3,12	2.433,350	20.361,76	5.811,790	20,56
Goianápolis (Município) (520840)	4.077	3.788	2,76	2,69	218,890	19.476,01	169,010	66,50
Goianésia (Município) (520860)	22.812	21.600	3,03	2,99	1.448,400	20.969,36	1.547,270	44,64
Goiânia (Município) (520870)	527.759	525.312	2,83	2,84	51.477,300	34.416,75	728,840	2.052,17
Goianira (Município) (520880)	13.036	13.038	3,32	3,26	979,160	22.634,38	212,550	203,53
Guapó (Município) (520920)	5.704	4.667	2,49	2,47	212,890	14.980,83	517,260	27,47
Hidrolândia (Município) (520970)	6.863	4.183	3,10	3,06	1.194,790	56.151,65	953,730	22,31
Inhumas (Município) (521000)	19.306	18.343	2,72	2,67	1.184,870	22.583,92	615,280	85,27
Itumbiara (Município) (521150)	38.817	37.809	2,67	2,63	4.366,760	42.129,03	2.464,510	42,06
Jataí (Município) (521190)	35.082	32.741	2,84	2,80	4.796,780	48.124,68	7.174,230	13,89
Luziânia (Município) (521250)	62.934	59.539	3,26	3,21	3.731,240	18.199,15	3.961,100	51,76
Mineiros (Município) (521310)	20.130	18.594	3,25	3,21	2.677,500	40.927,79	9.038,770	7,24
Nerópolis (Município) (521450)	9.318	9.082	3,14	3,09	761,050	25.980,56	204,220	143,44
Nova Veneza (Município) (521500)	3.132	2.736	3,09	3,06	190,500	19.671,63	123,380	78,49
Novo Gama (Município) (521523)	33.434	33.677	3,40	3,34	996,160	8.762,89	194,990	582,99
Planaltina (Município) (521760)	28.833	27.737	3,09	3,06	1.132,460	12.698,47	2.543,680	35,06
Rio Verde (Município) (521880)	70.020	66.140	3,28	3,22	10.013,960	43.605,11	8.386,830	27,38
Santo Antônio de Goiás (Município) (521973)	1.778	1.654	3,44	3,36	137,150	22.399,28	132,810	46,11
Santo Antônio do Descoberto (Município) (521975)	22.575	20.322	3,26	3,25	701,000	9.519,84	944,150	77,99
Senador Canedo (Município) (522045)	30.620	31.078	3,67	3,60	3.899,880	34.750,89	248,290	451,99
Terezópolis de Goiás (Município) (522119)	2.492	2.184	3,17	3,13	208,560	26.409,50	106,910	73,86
Trindade (Município) (522140)	40.310	39.332	3,11	3,05	2.243,510	17.901,08	710,330	176,44
Valparaíso de Goiás (Município) (522185)	49.688	50.675	3,32	3,25	2.669,150	16.203,86	61,450	2.680,60
Brasília (Município) (530010)	1.085.368	1.018.434	2,74	2,82	265.724,670	89.328,13	5.780,000	514,65
