Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Rosário Oeste (Município) (510770)	5.514	3.202	3,18	3,30	233,630	13.330,39	7.419,630	2,36
Santo Antônio do Leverger (Município) (510780)	5.961	2.129	3,17	3,45	390,610	20.644,23	11.735,750	1,61
Sinop (Município) (510790)	36.150	30.495	3,29	3,23	4.196,380	35.313,24	3.942,230	30,14
Sorriso (Município) (510792)	21.141	18.651	3,37	3,35	4.653,680	65.369,88	9.347,560	7,62
Tangará da Serra (Município) (510795)	27.199	25.036	3,20	3,17	2.500,050	28.688,38	11.601,250	7,51
Várzea Grande (Município) (510840)	79.174	78.339	3,26	3,25	6.850,680	26.531,62	1.048,210	246,33
Abadia de Goiás (Município) (520005)	2.264	1.646	3,16	3,22	205,190	28.641,73	147,730	48,49
Águas Lindas de Goiás (Município) (520025)	46.943	47.082	3,57	3,55	1.492,860	8.913,85	188,390	889,01
Anápolis (Município) (520110)	110.666	109.296	3,09	3,08	16.133,750	47.126,89	933,160	366,87
Aparecida de Goiânia (Município) (520140)	144.731	145.282	3,28	3,26	11.705,890	24.684,58	278,540	1.702,52
Aragoiânia (Município) (520180)	2.859	1.889	3,03	3,03	96,320	11.124,22	218,180	39,69
Bela Vista de Goiás (Município) (520330)	8.637	6.218	2,94	2,98	764,800	30.156,54	1.275,850	19,88
Bonfinópolis (Município) (520355)	2.520	2.348	3,12	3,12	88,020	11.189,34	123,430	63,73
Brazabrantes (Município) (520360)	1.153	777	2,86	2,85	54,730	16.574,16	123,070	26,83
Caldas Novas (Município) (520450)	24.489	23.569	3,01	3,00	2.258,530	30.679,91	1.608,440	45,77
Caldazinha (Município) (520455)	1.166	677	2,91	2,89	43,190	12.717,79	249,690	13,60
Catalão (Município) (520510)	29.668	27.725	3,03	3,04	9.171,520	101.901,20	3.821,460	23,55
Caturaí (Município) (520520)	1.605	1.250	2,95	2,96	67,620	14.265,25	205,080	23,11
Cidade Ocidental (Município) (520549)	16.820	13.265	3,46	3,43	608,030	10.436,11	389,990	149,40
Cristalina (Município) (520620)	14.439	11.772	3,36	3,40	2.215,220	45.709,44	6.162,090	7,86
Formosa (Município) (520800)	32.079	29.222	3,22	3,25	2.042,110	19.764,55	5.811,790	17,78
Goianápolis (Município) (520840)	3.430	3.139	3,12	3,09	156,380	14.615,94	169,010	63,30
Goianésia (Município) (520860)	19.186	17.902	3,19	3,19	1.166,690	19.089,15	1.547,270	39,50
Goiânia (Município) (520870)	447.368	445.675	2,98	2,98	52.347,890	39.248,15	728,840	1.829,98
Goianira (Município) (520880)	10.964	10.805	3,25	3,24	617,140	17.327,16	212,550	167,57
Guapó (Município) (520920)	4.797	3.868	2,92	2,93	194,940	13.930,11	517,260	27,05
Hidrolândia (Município) (520970)	5.772	3.467	3,13	3,13	435,670	24.136,99	953,730	18,93
Inhumas (Município) (521000)	16.238	15.202	3,01	3,01	942,100	19.264,68	615,280	79,48
Itumbiara (Município) (521150)	32.647	31.334	2,90	2,89	4.726,950	49.960,84	2.464,510	38,39
Jataí (Município) (521190)	29.505	27.134	3,05	3,05	4.324,220	48.099,21	7.174,230	12,53
Luziânia (Município) (521250)	52.931	49.342	3,39	3,40	3.814,430	21.240,62	3.961,100	45,34
Mineiros (Município) (521310)	16.931	15.410	3,25	3,26	2.150,200	39.068,89	9.038,770	6,09
Nerópolis (Município) (521450)	7.838	7.527	3,20	3,19	759,670	30.312,70	204,220	122,72
Nova Veneza (Município) (521500)	2.634	2.268	3,18	3,20	174,390	20.790,29	123,380	67,99
Novo Gama (Município) (521523)	28.120	27.909	3,49	3,48	839,690	8.556,43	194,990	503,28
Planaltina (Município) (521760)	24.249	22.987	3,42	3,42	979,550	11.823,58	2.543,680	32,57
Rio Verde (Município) (521880)	58.890	54.812	3,15	3,14	9.225,330	49.741,61	8.386,830	22,11
Santo Antônio de Goiás (Município) (521973)	1.495	1.371	3,31	3,28	123,040	24.881,89	132,810	37,24
Santo Antônio do Descoberto (Município) (521975)	18.986	16.842	3,42	3,46	601,840	9.264,29	944,150	68,81
Senador Canedo (Município) (522045)	25.752	25.756	3,46	3,45	2.186,240	24.515,98	248,290	359,16
Terezópolis de Goiás (Município) (522119)	2.096	1.811	3,24	3,24	160,630	23.673,74	106,910	63,46
Trindade (Município) (522140)	33.904	32.595	3,18	3,17	1.773,730	16.428,61	710,330	151,99
Valparaíso de Goiás (Município) (522185)	41.790	41.996	3,32	3,30	2.161,760	15.581,35	61,450	2.257,77
Brasília (Município) (530010)	843.179	810.964	3,14	3,15	229.286,380	86.571,12	5.780,000	458,22
