Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Rondonópolis (Município) (510760)	67.189	65.294	3,10	3,06	8.756,580	42.095,09	4.686,620	44,39
Rosário Oeste (Município) (510770)	5.674	3.305	3,07	3,17	223,900	12.873,06	7.419,630	2,34
Santo Antônio do Leverger (Município) (510780)	6.134	2.197	3,15	3,41	440,890	22.841,64	11.735,750	1,64
Sinop (Município) (510790)	37.197	31.472	3,32	3,26	4.675,170	37.814,63	3.942,230	31,36
Sorriso (Município) (510792)	21.753	19.249	3,45	3,42	4.784,580	63.706,00	9.347,560	8,03
Tangará da Serra (Município) (510795)	27.987	25.838	3,22	3,18	2.699,380	29.909,32	11.601,250	7,78
Várzea Grande (Município) (510840)	81.466	80.849	3,23	3,20	6.869,700	26.132,47	1.048,210	250,79
Abadia de Goiás (Município) (520005)	2.330	1.698	3,25	3,29	207,080	27.366,62	147,730	51,22
Águas Lindas de Goiás (Município) (520025)	48.317	48.579	3,68	3,66	1.605,780	9.026,82	188,390	944,29
Anápolis (Município) (520110)	113.905	112.772	3,14	3,11	15.442,850	43.208,62	933,160	383,00
Aparecida de Goiânia (Município) (520140)	148.967	149.902	3,36	3,34	12.618,970	25.206,74	278,540	1.797,30
Aragoiânia (Município) (520180)	2.943	1.949	3,09	3,09	103,310	11.342,73	218,180	41,74
Bela Vista de Goiás (Município) (520330)	8.890	6.416	3,00	3,04	988,650	37.108,63	1.275,850	20,88
Bonfinópolis (Município) (520355)	2.594	2.423	3,21	3,20	86,700	10.422,50	123,430	67,40
Brazabrantes (Município) (520360)	1.187	802	2,90	2,88	80,590	23.401,18	123,070	27,98
Caldas Novas (Município) (520450)	25.206	24.319	3,09	3,08	2.270,890	29.151,68	1.608,440	48,43
Caldazinha (Município) (520455)	1.200	699	2,95	2,92	47,680	13.468,30	249,690	14,18
Catalão (Município) (520510)	30.536	28.607	3,11	3,10	7.980,460	84.096,94	3.821,460	24,83
Caturaí (Município) (520520)	1.652	1.290	2,97	2,98	70,050	14.267,45	205,080	23,94
Cidade Ocidental (Município) (520549)	17.312	13.687	3,56	3,51	672,850	10.931,36	389,990	157,83
Cristalina (Município) (520620)	14.862	12.146	3,44	3,47	2.281,820	44.611,23	6.162,090	8,30
Formosa (Município) (520800)	33.018	30.151	3,29	3,31	2.025,050	18.663,52	5.811,790	18,67
Goianápolis (Município) (520840)	3.530	3.239	3,12	3,08	188,110	17.098,92	169,010	65,09
Goianésia (Município) (520860)	19.748	18.471	3,24	3,24	1.254,710	19.623,90	1.547,270	41,32
Goiânia (Município) (520870)	459.861	458.056	3,03	3,03	52.224,930	37.475,51	728,840	1.912,04
Goianira (Município) (520880)	11.285	11.149	3,34	3,32	658,150	17.451,45	212,550	177,43
Guapó (Município) (520920)	4.937	3.991	2,92	2,93	192,850	13.395,45	517,260	27,83
Hidrolândia (Município) (520970)	5.941	3.577	3,20	3,20	520,000	27.347,04	953,730	19,94
Inhumas (Município) (521000)	16.713	15.685	3,04	3,02	977,270	19.261,96	615,280	82,46
Itumbiara (Município) (521150)	33.603	32.331	2,93	2,92	4.692,010	47.642,36	2.464,510	39,96
Jataí (Município) (521190)	30.369	27.997	3,09	3,08	4.335,870	46.244,89	7.174,230	13,07
Luziânia (Município) (521250)	54.480	50.911	3,45	3,45	4.035,380	21.444,12	3.961,100	47,51
Mineiros (Município) (521310)	17.427	15.900	3,33	3,33	2.324,540	40.035,47	9.038,770	6,42
Nerópolis (Município) (521450)	8.067	7.766	3,27	3,26	804,900	30.530,25	204,220	129,10
Nova Veneza (Município) (521500)	2.711	2.340	3,25	3,25	194,140	22.046,73	123,380	71,37
Novo Gama (Município) (521523)	28.943	28.797	3,56	3,54	890,780	8.641,17	194,990	528,66
Planaltina (Município) (521760)	24.959	23.718	3,45	3,45	1.012,030	11.765,89	2.543,680	33,81
Rio Verde (Município) (521880)	60.614	56.555	3,25	3,23	9.550,640	48.468,58	8.386,830	23,49
Santo Antônio de Goiás (Município) (521973)	1.539	1.415	3,41	3,37	140,960	26.833,50	132,810	39,55
Santo Antônio do Descoberto (Município) (521975)	19.542	17.378	3,48	3,51	640,830	9.424,99	944,150	72,02
Senador Canedo (Município) (522045)	26.506	26.575	3,58	3,56	2.656,870	27.961,74	248,290	382,69
Terezópolis de Goiás (Município) (522119)	2.157	1.869	3,31	3,30	162,650	22.805,78	106,910	66,71
Trindade (Município) (522140)	34.896	33.632	3,25	3,23	1.866,100	16.449,08	710,330	159,71
Valparaíso de Goiás (Município) (522185)	43.013	43.332	3,41	3,39	2.128,770	14.511,63	61,450	2.387,21
Brasília (Município) (530010)	879.419	842.345	3,17	3,20	228.623,920	81.951,08	5.780,000	482,66
