 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150497 Nova Ipixuna";-;-;-;-;539,20;523,20;281,66;-;310,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;353,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3159,32
"150500 Nova Timboteua";-;-;-;-;-;-;-;523,20;-;285,60;285,60;-;-;-;-;-;335,76;-;-;-;327,88;-;-;-;591,52;311,76;-;-;-;-;-;-;-;287,76;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;483,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;337,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4369,62
"150503 Novo Progresso";-;-;-;1046,40;8173,60;12596,80;6982,70;11320,80;6318,40;1831,20;1847,20;2108,80;269,60;287,76;287,76;863,28;-;287,76;575,52;287,76;863,28;287,76;-;-;-;-;-;-;1151,04;1726,56;5755,20;11878,16;575,52;1159,04;2877,60;871,28;287,76;311,96;-;5491,44;12462,08;16483,52;3748,88;2613,84;575,52;1734,56;287,76;-;287,76;-;-;1734,56;-;575,52;871,28;287,76;1159,04;575,52;-;-;-;-;287,76;287,76;-;287,76;6354,72;2326,08;1159,04;287,76;-;287,76;-;-;-;-;287,76;287,76;-;-;-;287,76;575,52;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;879,28;575,52;1159,04;2334,08;3205,36;287,76;287,76;-;-;-;-;575,52;287,76;575,52;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;295,76;575,52;-;-;-;-;-;-;-;-;-;-;-;-;156914,66
"150506 Novo Repartimento";-;-;-;-;1324,00;269,60;-;1609,60;1855,20;2140,92;2370,40;539,20;-;-;-;-;-;-;287,76;1167,04;2054,32;287,76;1151,04;-;287,76;-;-;287,76;575,52;-;575,52;287,76;2653,84;287,76;287,76;287,76;935,28;-;311,76;287,76;287,76;5635,44;1438,80;3181,36;1478,80;2014,32;1151,04;2014,32;863,28;-;863,28;-;575,52;575,52;-;287,76;-;-;-;287,76;-;287,76;-;-;-;575,52;863,28;-;575,52;-;-;287,76;-;-;-;-;287,76;325,71;-;287,76;-;863,28;932,54;-;-;-;-;-;-;-;863,28;287,76;311,76;-;287,76;287,76;-;-;-;-;-;287,76;-;-;1151,04;863,28;287,76;-;-;287,76;-;-;-;-;2589,84;1151,04;863,28;1726,56;287,76;-;287,76;-;-;-;-;-;319,76;599,52;1455,80;927,28;655,52;311,76;1478,80;-;-;-;-;303,76;607,52;1151,04;1224,04;-;-;-;288,76;-;-;287,76;-;303,76;615,52;-;-;-;-;-;-;-;-;-;-;-;-;70417,69
"150510 Óbidos";-;-;-;-;-;-;523,20;301,60;547,20;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;319,76;903,28;1750,56;1207,04;623,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;911,28;1462,80;287,76;1151,04;575,52;-;-;287,76;583,52;-;-;903,28;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;14681,20
"150520 Oeiras do Pará";-;-;-;-;-;-;-;261,60;-;261,60;261,60;261,60;337,66;-;-;-;-;311,76;-;-;287,76;-;-;-;-;-;-;-;303,76;-;287,76;-;-;287,76;287,76;575,52;599,52;-;-;303,76;879,28;879,28;575,52;911,28;-;287,76;-;319,76;-;-;-;313,19;-;287,76;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;303,76;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;575,52;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11433,33
"150530 Oriximiná";-;-;-;-;302,86;2916,50;5880,18;1356,00;2957,60;-;-;548,63;-;-;-;-;-;-;391,88;-;-;-;-;968,70;-;-;327,76;335,76;-;658,38;691,81;607,52;1446,55;414,91;-;615,52;583,52;287,76;-;-;-;599,52;4084,64;2078,32;1494,80;591,52;990,01;-;-;-;-;342,49;-;-;1199,04;1516,75;575,52;1175,04;1247,28;2506,82;2753,08;591,52;4580,09;4719,17;1898,85;1803,79;2120,00;1560,48;2374,08;1875,40;863,28;-;-;599,52;287,76;627,58;287,76;4337,54;3608,69;3305,65;2475,92;319,76;1326,19;1801,42;287,76;-;287,76;287,76;591,52;-;-;575,52;287,76;719,76;-;-;591,52;1302,16;295,76;287,76;1496,20;6552,13;8413,18;7878,85;3148,75;1534,80;-;615,52;311,76;295,76;-;655,52;295,76;-;-;295,76;639,52;1934,75;794,96;1007,28;295,76;413,48;319,76;-;295,76;-;311,76;-;-;-;319,76;-;311,76;-;-;-;615,52;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128655,74
"150540 Ourém";-;-;-;3762,74;3146,34;2095,18;-;1576,74;1352,14;808,80;784,80;523,20;523,20;523,20;523,20;575,52;1438,80;287,76;863,28;287,76;871,28;-;-;895,28;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;287,76;-;-;-;-;287,76;-;-;-;615,52;311,76;311,76;311,76;-;-;-;287,76;-;295,76;-;311,76;-;-;303,76;303,76;295,76;-;-;-;-;-;-;303,76;607,52;-;303,76;-;-;-;-;303,76;-;311,76;311,76;-;-;303,76;303,76;311,76;623,52;623,52;311,76;-;-;615,52;311,76;303,76;-;-;-;-;-;-;943,28;-;-;-;-;303,76;311,76;1271,04;2136,95;-;-;-;-;-;-;-;311,76;311,76;-;-;-;-;-;311,76;295,76;-;-;-;-;303,76;-;-;-;-;-;-;303,76;-;-;-;-;-;38020,41
"150543 Ourilândia do Norte";-;-;293,60;523,20;-;4852,80;1332,00;2196,80;2450,40;261,60;261,60;-;-;-;-;837,12;575,52;-;287,76;-;-;-;-;-;-;639,52;-;287,76;863,28;287,76;575,52;-;287,76;2302,08;-;-;4805,01;287,76;575,52;3165,36;6146,96;-;575,52;583,52;575,52;1151,04;287,76;-;-;287,76;863,28;1175,04;2589,84;311,76;901,23;575,52;1486,80;6434,72;1151,04;1151,04;879,28;2893,60;1454,80;-;863,28;1726,56;3213,36;3501,12;2613,84;7032,31;2645,84;287,76;-;1175,04;911,28;1199,04;925,23;1462,80;599,52;-;-;-;-;-;-;287,76;-;-;311,76;1175,04;2637,84;7402,00;7362,00;3237,36;863,28;287,76;311,76;-;-;287,76;575,52;599,52;287,76;-;311,76;-;287,76;1486,80;3796,88;575,52;1470,80;2629,84;2038,32;5291,68;319,76;2054,32;287,76;575,52;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;287,76;287,76;-;-;-;-;-;575,52;1726,56;1438,80;599,52;3748,88;2302,08;3173,36;575,52;575,52;1151,04;2062,26;1227,00;-;-;-;-;-;575,52;-;-;-;-;-;303,76;155522,96
"150548 Pacajá";-;-;-;-;523,20;-;-;-;-;784,80;261,60;523,20;-;-;-;-;575,52;1726,56;1151,04;2877,60;2014,32;3740,88;-;-;-;-;-;575,52;-;613,47;887,28;7481,76;3453,12;4028,64;-;287,76;-;-;-;1726,56;1151,04;3740,88;2613,84;2302,08;7769,52;9496,08;1438,80;863,28;-;-;287,76;575,52;863,28;1151,04;3453,12;6330,72;2877,60;575,52;287,76;287,76;-;-;-;-;287,76;2334,08;575,52;3748,88;2302,08;1438,80;1167,04;1526,80;-;1814,56;911,28;303,76;1510,80;591,52;607,52;1798,56;1534,80;-;-;328,76;-;311,76;-;-;-;-;887,28;-;-;303,76;792,88;-;-;1215,04;1215,04;3325,36;607,52;599,52;3892,88;4804,16;2725,84;1207,04;-;-;-;615,52;-;-;-;3614,12;599,52;887,28;-;-;295,76;-;583,52;-;-;-;-;-;-;607,52;-;303,76;295,76;-;-;-;-;-;-;-;-;599,52;-;311,76;303,76;-;-;-;-;311,76;-;-;912,69;303,76;-;319,76;-;-;-;-;-;-;-;-;-;134834,80
"150549 Palestina do Pará";-;-;-;-;-;2877,60;6016,80;4970,40;1183,52;3924,00;2616,00;784,80;-;1831,20;-;1569,60;-;1726,56;1726,56;3165,36;2877,60;2877,60;1151,04;3740,88;287,76;287,76;575,52;2589,84;1438,80;2589,84;575,52;287,76;-;2302,08;1726,56;575,52;863,28;287,76;1151,04;-;4316,40;7481,76;2877,60;3740,88;4316,40;1438,80;-;-;-;-;-;287,76;287,76;1151,04;-;2877,60;287,76;287,76;575,52;-;287,76;-;-;-;-;863,28;287,76;-;287,76;-;1726,56;-;575,52;-;575,52;-;-;863,28;1438,80;575,52;-;-;-;-;-;-;-;575,52;-;287,76;-;863,28;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;287,76;287,76;575,52;1151,04;575,52;1726,56;287,76;-;-;287,76;-;-;575,52;3165,36;-;863,28;1188,18;1438,80;863,28;287,76;287,76;-;575,52;-;-;287,76;1151,04;575,52;-;575,52;287,76;-;-;612,66;-;575,52;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;117355,88
"150550 Paragominas";-;-;523,20;1249,54;4185,60;5870,75;3436,49;7468,80;2953,66;784,80;784,80;523,20;784,80;523,20;1380,38;2020,16;1454,80;4036,64;1887,27;1167,04;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;591,52;880,28;600,30;863,28;-;287,76;887,28;3303,67;575,52;1151,04;1039,22;287,76;-;615,52;-;-;-;287,76;-;44,22;651,42;575,52;295,76;311,76;-;-;-;-;-;-;287,76;-;-;-;319,76;303,76;-;-;-;303,76;287,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;287,76;303,76;-;-;575,52;-;591,52;287,76;-;287,76;-;-;-;-;-;-;-;-;430,52;295,76;287,76;575,52;325,71;-;-;-;-;-;-;-;-;-;704,71;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62468,14
"150553 Parauapebas";-;-;-;541,58;6861,10;29325,12;23554,62;14617,80;8383,12;4229,17;3104,98;1857,58;5035,80;1388,00;824,80;1648,08;3521,52;5571,44;5444,63;3623,13;4788,82;2933,60;2803,33;887,28;287,76;287,76;287,76;287,76;-;955,34;1382,27;325,71;2168,92;2375,98;1580,99;311,76;-;603,58;331,98;1494,80;1788,51;4862,70;3331,51;1903,00;5816,42;339,98;-;615,52;303,76;319,76;325,71;1522,65;1515,02;1502,80;3303,51;1914,12;591,52;-;-;419,94;-;-;-;-;-;-;287,76;287,76;-;731,19;-;287,76;-;-;-;864,28;303,76;349,71;303,76;303,76;325,71;287,76;311,76;341,71;-;-;-;-;-;-;351,76;-;367,62;646,47;1242,21;295,76;595,58;-;-;-;1404,43;-;939,46;575,52;319,76;1007,75;1239,24;-;-;-;-;-;-;647,52;2240,45;1306,14;1281,40;629,47;-;-;388,06;325,71;287,76;303,76;-;-;-;371,27;1186,31;678,47;335,76;311,76;506,42;303,76;-;341,71;-;2166,14;1282,94;1545,54;1260,99;287,76;1025,12;5880,87;-;-;-;-;287,76;287,76;303,76;-;326,71;-;-;-;-;-;-;-;-;-;-;214077,62
"150555 Pau D'Arco";-;-;-;261,60;800,80;2386,40;800,80;816,80;808,80;547,20;-;-;-;-;-;-;-;-;2014,32;863,28;-;1438,80;287,76;-;-;-;-;287,76;287,76;287,76;575,52;863,28;287,76;-;1151,04;863,28;287,76;-;-;575,52;-;575,52;2915,55;1726,56;1438,80;3054,18;863,28;-;-;287,76;287,76;-;-;575,52;1151,04;-;863,28;287,76;863,28;-;-;-;-;287,76;-;1726,56;863,28;863,28;287,76;575,52;-;-;-;-;-;287,76;-;-;-;1151,04;287,76;863,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;583,52;1726,56;-;1151,04;-;-;-;-;-;-;-;-;-;863,28;-;287,76;1151,04;287,76;287,76;-;-;-;-;-;-;-;287,76;287,76;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;46355,81
"150560 Peixe-Boi";-;-;-;-;-;-;-;261,60;285,60;-;-;-;301,60;-;-;-;-;303,76;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;307,82;-;-;-;591,52;311,76;327,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3586,82
"150563 Piçarra";-;-;-;-;2354,40;5493,60;9679,20;3400,80;4831,92;261,60;-;-;-;-;-;-;-;-;863,28;4604,16;287,76;-;-;-;-;-;-;-;575,52;575,52;575,52;1726,56;1151,04;287,76;287,76;575,52;287,76;863,28;575,52;3165,36;5467,44;3740,88;1726,56;1726,56;2014,32;1726,56;-;287,76;863,28;-;-;863,28;863,28;3740,88;2877,60;863,28;1151,04;287,76;863,28;-;287,76;-;-;-;575,52;863,28;575,52;1438,80;2014,32;1151,04;863,28;287,76;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;287,76;-;-;287,76;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81846,96
"150565 Placas";-;-;-;-;261,60;543,20;261,60;-;-;-;-;-;-;-;-;-;-;-;287,76;3453,12;4028,64;2877,60;575,52;-;287,76;-;-;-;287,76;287,76;1726,56;7194,00;4316,40;7481,76;4891,92;1151,04;2302,08;575,52;-;287,76;-;287,76;575,52;2326,08;2014,32;1223,04;2398,28;4605,16;2471,08;1735,56;1470,80;1751,56;2621,84;2046,32;4971,92;5283,68;6122,96;3197,36;4084,64;1151,04;-;1151,04;287,76;287,76;287,76;16290,56;24020,32;14875,76;7849,52;4246,88;1167,04;1151,04;575,52;-;287,76;-;287,76;2358,08;2949,60;2038,32;2653,84;1774,56;1151,04;575,52;287,76;287,76;-;287,76;-;287,76;2014,32;2621,84;1758,56;4684,16;4428,40;575,52;-;-;-;-;287,76;879,28;2645,84;287,76;2654,04;863,28;1151,04;-;-;1159,04;287,76;-;287,76;575,52;575,52;1167,04;591,52;-;-;-;879,28;-;-;-;287,76;-;-;-;-;55,27;-;303,76;143,71;-;331,98;303,76;-;-;1567,24;942,21;1048,16;331,98;575,52;324,90;-;-;-;44,22;-;44,22;287,76;-;-;-;-;-;-;-;-;-;-;-;-;217804,45
"150570 Ponta de Pedras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;4604,16;4909,06;575,52;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;575,52;575,52;1151,04;1151,04;863,28;-;-;-;-;-;-;-;-;575,52;-;-;575,52;575,52;575,52;-;1151,04;575,52;1151,04;575,52;287,76;1151,04;863,28;575,52;863,28;863,28;575,52;575,52;863,28;575,52;575,52;1151,04;863,28;863,28;3453,12;3740,88;287,76;863,28;863,28;2014,32;287,76;-;287,76;287,76;-;287,76;1151,04;575,52;-;-;-;-;-;575,52;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48648,58
"150580 Portel";-;-;-;523,20;-;261,60;-;547,20;-;-;-;-;784,80;-;-;-;-;287,76;-;-;-;-;-;575,52;-;287,76;-;-;-;-;-;-;599,52;-;287,76;575,52;2613,84;3493,12;2893,60;2302,08;1855,24;575,52;607,52;871,28;575,52;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;1329,74;-;287,76;-;287,76;-;-;-;1215,04;287,76;287,76;287,76;-;287,76;-;-;287,76;-;287,76;-;287,76;-;575,52;575,52;863,28;287,76;575,52;-;-;-;-;287,76;-;-;-;-;575,52;997,17;575,52;311,76;1167,04;287,76;287,76;575,52;-;287,76;287,76;287,76;-;287,76;-;575,52;-;-;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36473,99
"150590 Porto de Moz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;311,76;-;-;-;-;-;287,76;583,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;863,28;-;295,76;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4372,40
"150600 Prainha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1454,80;287,76;4146,59;2643,79;575,52;575,52;1159,04;901,23;-;287,76;-;-;-;-;-;-;-;-;-;357,71;-;-;-;325,71;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;295,76;-;-;-;-;-;575,52;-;-;-;-;-;895,28;1183,04;911,28;303,76;927,28;303,76;311,76;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;295,76;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21028,71
"150610 Primavera";-;-;-;-;-;-;-;531,20;523,20;301,60;-;-;-;-;-;261,60;287,76;287,76;-;-;287,76;-;-;-;-;863,28;2173,50;-;-;-;-;-;-;-;-;-;-;287,76;-;963,99;-;287,76;-;591,52;-;-;-;-;-;-;319,76;287,76;-;311,76;327,76;-;591,52;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10366,53
"150611 Quatipuru";-;-;-;-;-;-;523,20;261,60;-;-;261,60;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;287,76;287,76;599,52;-;287,76;-;-;719,43;-;-;-;-;-;303,76;-;-;287,76;-;-;-;-;-;359,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9149,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14816,35
"150613 Redenção";-;-;-;-;3170,55;18355,40;7095,98;7428,80;7606,40;4724,80;261,60;261,60;261,60;-;539,20;837,12;879,28;3221,36;3117,60;2190,32;3735,46;863,28;-;-;-;287,76;575,52;591,52;575,52;863,28;2431,52;3355,31;1462,80;3553,12;2118,32;1791,73;2134,32;2818,91;1228,99;2350,08;3533,12;3291,31;4372,40;5167,98;2054,32;2933,60;1719,40;303,76;303,76;575,52;575,52;863,28;1446,80;2624,62;2318,08;2063,10;1486,80;1894,56;2893,60;887,28;-;-;287,76;575,52;1462,80;863,28;1215,04;325,71;583,52;997,23;-;-;325,71;-;-;575,52;575,52;901,23;-;1414,31;287,76;1943,75;-;-;-;-;-;-;287,76;-;-;-;-;333,71;365,71;-;-;373,71;-;-;-;295,76;-;375,92;-;319,76;-;-;357,71;-;-;-;613,47;2399,66;3395,31;3186,67;426,01;296,15;287,76;311,76;-;-;-;325,71;675,82;1200,04;1237,38;1357,54;1580,75;295,76;-;-;647,52;-;47,27;-;325,71;925,23;287,76;615,64;287,76;887,28;-;-;-;-;-;-;575,52;-;-;637,47;303,76;295,76;6864,08;-;-;-;638,88;295,76;-;-;341,71;178609,46
"150616 Rio Maria";-;-;-;523,20;1831,20;9679,20;5280,00;10725,60;6016,80;1046,40;1046,40;523,20;-;-;1857,36;1569,60;1726,56;3740,88;7769,52;6618,48;2877,60;1438,80;-;-;-;287,76;863,28;575,52;5211,68;4668,16;5515,44;13109,20;6074,96;3740,88;2014,32;287,76;-;879,28;2318,08;4364,40;9831,84;10934,88;9208,32;4604,16;4961,87;1151,04;2014,32;863,28;287,76;-;287,76;1438,80;5179,68;2014,32;1726,56;2877,60;1726,56;863,28;863,28;-;287,76;-;287,76;2014,32;2014,32;7481,76;14578,24;6042,96;4316,40;575,52;-;-;-;-;-;-;-;1507,40;287,76;295,76;-;-;295,76;-;-;-;-;1183,04;295,76;-;295,76;-;295,76;295,76;287,76;-;-;-;295,76;295,76;591,52;295,76;-;1774,56;1774,56;591,52;-;-;-;-;-;295,76;-;295,76;887,28;-;-;-;-;295,76;-;-;295,76;-;-;-;583,52;-;287,76;-;-;-;-;-;-;-;-;295,76;591,52;-;-;591,52;-;-;-;-;-;-;-;575,52;583,52;295,76;-;-;-;-;-;-;-;-;-;-;-;229151,03
"150618 Rondon do Pará";-;-;-;784,80;10306,40;15009,60;14558,40;9412,34;6724,00;1577,60;800,80;-;547,20;549,36;-;575,52;2022,32;1438,80;2046,32;1726,56;2302,08;1734,56;871,28;575,52;575,52;1766,56;-;1159,04;287,76;911,28;287,76;287,76;655,52;3237,36;3181,36;1151,04;1734,56;575,52;-;879,28;575,52;2030,32;3788,88;4915,92;2877,60;5651,44;4076,64;575,52;575,52;287,76;303,76;575,52;863,28;2621,84;3844,88;2046,32;3485,12;2382,08;1159,04;-;287,76;-;-;599,52;-;2318,08;1151,04;-;1167,04;4375,12;-;871,28;287,76;287,76;287,76;287,76;-;-;-;1159,04;311,76;1454,80;287,76;-;-;287,76;-;-;-;287,76;911,28;3197,36;5515,44;1462,80;1247,04;-;-;-;-;-;-;-;863,28;10767,36;12933,44;12285,92;2366,08;1159,04;575,52;-;287,76;-;-;-;591,52;4116,64;287,76;303,76;287,76;287,76;-;-;-;-;-;287,76;-;-;575,52;-;-;287,76;-;287,76;575,52;871,28;591,52;1183,04;2046,32;44,22;295,76;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;215670,00
