 Morbidade Hospitalar do SUS - por local de residência - Mato Grosso
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"510630 Paranatinga";-;-;-;-;261,60;261,60;-;-;-;-;-;-;-;-;-;-;2014,32;1774,56;3844,88;607,52;-;1207,04;615,52;303,76;591,52;4780,49;303,76;1151,04;1167,04;615,52;-;-;-;-;-;-;-;-;-;1454,80;287,76;287,76;-;-;-;-;311,76;575,52;311,76;887,28;2358,08;575,52;1175,04;1782,56;2054,32;2062,32;2326,08;3219,31;6858,28;575,52;3477,12;2326,08;2350,08;1734,56;1159,04;2685,84;-;-;287,76;613,47;-;-;607,52;575,52;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;575,52;1446,80;1806,56;1191,04;623,52;287,76;287,76;-;319,76;-;575,52;-;287,76;-;-;-;-;-;607,52;287,76;287,76;-;-;-;-;-;-;287,76;-;-;287,76;-;287,76;311,76;583,52;-;607,52;287,76;1167,04;-;-;287,76;287,76;-;-;575,52;-;1223,04;-;-;326,71;327,96;766,48;287,76;583,52;-;-;-;-;599,52;287,76;-;591,52;295,76;295,76;-;288,76;-;-;287,76;-;-;83003,38
"510637 Pedra Preta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1207,04;-;4703,78;3509,12;1151,04;388,47;863,28;575,52;-;-;-;-;-;-;-;-;1494,80;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;295,76;287,76;-;-;-;-;-;287,76;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;683,74;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;973,83;879,28;287,76;-;-;-;-;-;-;-;-;-;-;-;20474,54
"510642 Peixoto de Azevedo";-;-;-;543,20;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;1251,36;325,71;-;287,76;-;311,76;287,76;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;311,76;-;288,76;287,76;-;-;-;-;-;587,52;-;-;-;287,76;-;-;-;287,76;-;288,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;287,76;287,76;-;-;-;-;-;879,28;1464,00;1196,99;967,40;-;311,76;287,76;-;-;-;-;-;-;-;-;-;319,76;287,76;-;326,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;863,28;1564,75;951,40;895,28;303,76;287,76;-;-;-;-;-;287,76;-;19144,67
"510645 Planalto da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;553,17;-;-;-;-;-;-;-;-;-;-;-;654,84;-;393,77;-;-;-;-;-;-;-;-;-;2193,30
"510650 Poconé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1251,10;4692,40;6263,38;2741,84;319,76;-;-;-;287,76;540,66;676,26;2238,32;2452,95;575,52;-;-;471,35;595,58;-;-;-;319,76;303,76;591,52;327,76;575,52;575,52;319,76;-;287,76;-;-;-;-;311,76;919,28;9836,98;22214,48;10693,78;2754,63;287,76;-;311,76;-;-;-;-;303,76;-;1838,56;1502,80;903,28;599,52;575,52;-;-;-;-;-;327,76;287,76;1326,91;303,76;311,76;287,76;-;-;-;-;-;575,52;287,76;-;911,28;863,28;1462,80;599,52;311,76;575,52;311,76;311,76;615,52;2374,08;-;287,76;287,76;311,76;-;287,76;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;311,76;3940,88;1183,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1814,56;3221,36;1308,52;-;287,76;287,76;311,76;374,10;-;-;-;-;-;106300,44
"510665 Pontal do Araguaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;639,52;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2430,08
"510670 Ponte Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;287,76;-;-;-;-;-;295,76;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;591,52;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3501,12
"510675 Pontes e Lacerda";531,20;864,80;1064,82;6807,12;5000,28;2124,80;3956,00;3399,37;523,20;523,20;-;784,80;523,20;261,60;863,28;863,28;575,52;5539,44;3740,88;8057,28;6682,48;3229,36;575,52;287,76;613,47;287,76;2014,32;11510,40;15247,79;21598,00;8345,04;3165,36;3760,94;1470,80;287,76;-;287,76;287,76;8920,56;10103,60;5467,44;4891,92;6906,24;4028,64;2014,32;575,52;575,52;2020,67;2455,20;1438,80;4620,16;5527,62;8083,56;4336,46;3865,18;8505,52;4604,16;4048,70;1151,04;3165,36;4604,16;4891,92;8345,04;20143,20;23612,32;4891,92;3453,12;2589,84;1438,80;2877,60;287,76;863,28;863,28;1726,56;2014,32;4604,16;4891,92;2302,08;2014,32;2589,84;1438,80;1438,80;863,28;575,52;863,28;863,28;2302,08;575,52;2958,96;2346,30;2106,22;1758,56;575,52;858,03;-;287,76;287,76;-;1151,04;863,28;1478,80;863,28;622,79;-;319,76;-;575,52;-;287,76;895,28;287,76;591,52;575,52;-;-;287,76;575,52;-;-;-;-;-;-;1446,80;575,52;311,76;-;287,76;287,76;287,76;287,76;-;-;287,76;575,52;-;1159,04;-;303,76;697,37;863,28;44,22;-;-;-;44,22;-;1734,56;2901,60;575,52;5792,28;575,52;2322,44;-;-;-;-;591,52;-;287,76;-;373684,73
"510677 Porto Alegre do Norte";-;-;-;-;-;784,80;-;-;261,60;-;-;-;-;-;295,76;-;-;607,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;903,28;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;324,90;-;-;-;-;-;-;-;-;-;-;287,76;4624,66
"510680 Porto dos Gaúchos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;-;-;287,76;-;887,28;575,52;-;-;-;-;-;-;-;-;-;-;312,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;295,76;591,52;295,76;295,76;-;-;-;-;-;-;-;-;-;-;5596,44
"510682 Porto Esperidião";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;287,76;-;599,52;-;1250,94;863,28;599,52;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;349,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;295,76;-;-;425,58;-;-;-;303,76;-;-;7309,91
"510685 Porto Estrela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;287,76;1438,80;327,76;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2693,84
"510700 Poxoréo";-;-;1324,00;619,60;-;1332,00;816,80;800,80;-;261,60;-;261,60;277,60;-;287,76;-;-;895,28;-;-;-;-;-;-;-;-;1726,56;3213,36;5939,20;3860,88;879,28;863,28;-;-;-;-;-;363,82;-;909,98;-;-;919,28;287,76;319,76;-;-;943,28;303,76;879,28;575,52;303,76;879,28;607,52;895,28;311,76;335,76;-;575,52;-;615,52;903,28;3293,36;2078,32;913,96;599,52;-;575,52;-;287,76;287,76;287,76;287,76;287,76;591,52;287,76;311,76;287,76;-;287,76;-;303,76;-;-;-;575,52;-;623,52;615,52;-;599,52;303,76;1462,80;703,64;287,76;583,52;-;-;911,28;1263,04;607,52;303,76;311,76;311,76;-;-;311,76;-;287,76;287,76;-;-;327,76;863,28;935,28;-;303,76;-;-;-;-;-;-;287,76;887,28;-;-;-;-;-;-;-;-;-;303,76;575,52;599,52;335,76;-;311,76;303,76;-;-;-;489,64;-;303,76;-;607,52;-;-;-;-;-;-;-;287,76;-;-;-;-;63335,36
"510704 Primavera do Leste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;287,76;-;-;-;-;-;-;863,28;6143,64;10387,90;4847,85;287,76;287,76;-;-;-;-;287,76;287,76;-;418,34;-;-;-;-;-;319,76;-;-;-;-;287,76;-;-;-;-;-;-;607,52;303,76;311,76;591,52;-;-;2358,08;2358,08;4868,00;2374,08;2742,62;1494,80;1231,04;-;-;295,76;-;287,76;287,76;359,03;303,76;295,76;287,76;-;-;-;-;-;-;-;-;-;303,76;1207,04;935,28;2446,08;1159,04;1207,04;287,76;-;295,76;-;901,23;4370,47;863,28;-;311,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;388,44;-;-;-;-;-;-;-;-;-;2827,16;-;1323,92;311,76;-;-;-;-;-;-;639,52;1438,80;8428,58;1494,80;591,52;-;-;-;-;-;357,71;-;-;287,76;79036,17
"510706 Querência";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;583,52;879,28;3477,12;1151,04;1462,80;287,76;-;-;287,76;879,28;1800,57;2734,20;1742,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;287,76;287,76;591,52;1159,04;1462,80;287,76;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;1478,80;1511,00;2094,32;1518,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;296,76;-;303,76;-;-;-;-;295,76;1207,04;-;295,76;-;-;-;3301,36;1183,04;2382,08;295,76;287,76;895,28;-;319,76;311,76;-;303,76;303,76;-;-;-;-;-;-;591,52;-;-;-;-;-;-;-;40562,69
"510715 Reserva do Cabaçal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;1151,04;583,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2342,08
"510718 Ribeirão Cascalheira";-;-;-;-;-;1316,00;261,60;523,20;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;287,76;-;-;287,76;-;-;-;-;-;-;575,52;-;-;1175,04;-;-;-;287,76;1183,04;599,52;287,76;1191,04;1151,04;1766,56;575,52;-;311,76;-;-;-;-;-;-;-;575,52;863,28;-;287,76;287,76;575,52;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;576,52;287,76;-;-;-;-;-;303,76;-;903,28;1758,56;303,76;1092,95;599,52;-;-;-;-;287,76;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;22522,91
"510719 Ribeirãozinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2030,32;1191,04;3229,36;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7330,00
"510720 Rio Branco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;895,28;287,76;287,76;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;287,76;1151,04;575,52;-;-;-;-;-;863,28;1726,56;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;287,76;287,76;-;287,76;-;-;-;-;-;-;-;863,28;-;-;-;287,76;-;-;-;287,76;287,76;1151,04;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;189,67;287,76;-;-;-;-;-;-;-;-;-;-;-;-;13458,63
"510757 Rondolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,75;-;311,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1502,99
"510760 Rondonópolis";-;261,60;-;261,60;-;-;547,20;285,60;261,60;-;-;311,94;-;-;311,76;-;287,76;3116,53;4047,47;15196,57;7252,22;5537,72;575,52;3020,47;4246,92;3187,64;17034,05;22549,35;18658,86;13985,91;5361,98;1806,56;303,76;-;303,76;-;-;-;-;789,46;-;-;-;-;-;-;-;-;-;287,76;287,76;287,76;44,22;863,28;865,38;1017,99;759,86;720,45;-;331,98;287,76;-;2890,96;879,28;2226,60;1665,94;1208,61;676,23;575,52;-;-;876,51;724,63;-;327,76;-;-;-;-;-;-;-;327,76;-;-;-;-;-;287,76;595,58;1239,04;1958,82;311,76;-;-;-;-;55,27;-;-;-;623,52;-;303,76;-;-;-;448,00;-;903,28;613,47;820,14;993,59;-;375,03;476,06;-;508,06;615,52;-;-;-;-;287,76;-;453,54;-;-;-;-;-;-;-;-;287,76;-;-;797,73;303,76;1001,59;-;957,23;303,76;1217,77;-;287,76;-;2950,28;10267,77;8452,32;5714,63;895,28;933,23;-;590,79;-;-;-;-;-;-;194469,43
"510770 Rosário Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;722,55;583,52;1454,80;1478,80;-;-;-;-;-;-;879,28;591,52;1183,04;1550,74;887,28;1478,80;1167,04;295,76;-;-;-;-;-;879,28;-;-;-;295,76;2342,08;-;-;-;-;-;-;295,76;295,76;295,76;575,52;287,76;-;-;863,28;-;-;-;-;575,52;-;287,76;591,52;919,28;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;575,52;903,28;-;-;287,76;-;-;-;-;-;-;-;388,47;-;-;-;-;-;-;-;-;-;-;287,76;615,52;-;-;-;863,28;879,28;575,52;2030,32;3493,12;2134,32;1438,80;-;-;-;287,76;-;287,76;-;-;2621,84;5035,92;5051,92;1454,80;-;-;-;-;-;-;-;-;1183,04;287,76;-;591,52;863,28;287,76;287,76;575,52;-;287,76;863,28;287,76;591,52;287,76;895,28;287,76;-;575,52;-;287,76;-;-;287,76;287,76;-;-;59583,20
"510775 Salto do Céu";-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;575,52;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;3730,72
"510724 Santa Carmem";-;-;-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;879,28;319,76;319,76;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;287,76;4154,48
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76
"510776 Santa Rita do Trivelato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;365,91;-;-;-;-;-;-;-;-;-;965,43
"510777 Santa Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1790,56
"510726 Santo Afonso";-;-;-;-;-;277,60;-;-;293,60;261,60;-;-;-;-;-;303,76;-;-;287,76;303,76;-;287,76;287,76;-;-;-;-;-;287,76;591,52;303,76;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;615,52;-;-;-;863,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;599,52;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6140,48
"510779 Santo Antônio do Leste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;444,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;986,40;-;-;-;-;-;-;435,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2441,77
"510780 Santo Antônio do Leverger";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;1838,07;1609,11;1798,56;303,76;863,28;-;-;394,79;-;1486,80;863,28;887,28;-;-;-;887,28;287,76;431,67;-;575,52;303,76;311,76;-;303,76;599,52;287,76;-;-;-;327,76;-;-;-;-;591,52;287,76;287,76;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16991,32
