DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"354370 Rincão";-;5;5;16;13;1;2;-;1;-;-;-;-;43
"354380 Rinópolis";-;1;1;1;24;56;44;15;-;47;52;136;109;486
"354390 Rio Claro";-;4;22;71;286;562;208;52;8;6;8;5;9;1241
"354400 Rio das Pedras";-;-;-;3;5;7;-;-;-;-;-;-;-;15
"354410 Rio Grande da Serra";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"354420 Riolândia";-;8;16;58;168;107;38;10;5;-;-;-;-;410
"354425 Rosana";-;22;37;97;203;318;126;27;6;1;3;1;1;842
"354430 Roseira";-;-;-;2;-;-;1;1;-;-;-;1;-;5
"354440 Rubiácea";-;-;-;8;25;30;13;3;1;2;-;-;1;83
"354450 Rubinéia";-;3;2;3;2;17;15;3;-;1;-;1;-;47
"354460 Sabino";-;-;2;1;6;4;-;-;-;-;-;-;-;13
"354470 Sagres";-;-;-;4;35;48;55;19;-;1;-;-;-;162
"354480 Sales";-;4;22;61;74;129;13;1;-;-;-;-;-;304
"354490 Sales Oliveira";-;1;3;1;-;5;-;-;-;-;-;-;1;11
"354500 Salesópolis";-;1;-;-;1;-;-;1;-;-;-;-;-;3
"354510 Salmourão";-;-;-;-;2;59;59;10;-;4;2;3;11;150
"354515 Saltinho";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"354520 Salto";-;-;1;9;56;75;34;5;8;2;1;3;-;194
"354530 Salto de Pirapora";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"354540 Salto Grande";-;1;4;26;7;12;5;1;1;-;-;-;-;57
"354550 Sandovalina";-;-;5;11;7;3;1;-;-;-;4;-;-;31
"354560 Santa Adélia";-;-;1;10;80;85;27;3;-;-;-;-;1;207
"354570 Santa Albertina";-;-;-;-;-;3;2;-;-;-;-;-;-;5
"354580 Santa Bárbara d'Oeste";-;15;49;438;1282;1399;462;76;25;16;15;33;32;3842
"354600 Santa Branca";-;-;-;1;4;4;2;1;-;-;-;-;-;12
"354610 Santa Clara d'Oeste";-;1;1;1;2;1;4;-;-;-;-;-;1;11
"354620 Santa Cruz da Conceição";-;-;2;3;14;19;5;-;1;1;-;-;-;45
"354625 Santa Cruz da Esperança";-;-;1;4;8;-;-;-;-;1;-;-;-;14
"354630 Santa Cruz das Palmeiras";-;2;2;16;21;28;17;6;1;-;-;-;1;94
"354640 Santa Cruz do Rio Pardo";-;-;9;28;20;24;6;3;1;1;-;1;-;93
"354650 Santa Ernestina";-;1;2;10;61;54;12;4;-;-;-;1;2;147
"354660 Santa Fé do Sul";-;37;156;390;338;213;68;20;6;3;7;4;-;1242
"354670 Santa Gertrudes";-;-;-;2;5;12;1;2;-;-;-;-;-;22
"354680 Santa Isabel";-;1;-;1;-;1;1;1;-;2;-;-;-;7
"354690 Santa Lúcia";-;4;17;56;42;30;3;-;-;-;-;-;-;152
"354700 Santa Maria da Serra";-;-;6;16;16;-;-;-;-;1;-;-;-;39
"354710 Santa Mercedes";-;3;7;3;3;4;3;5;-;-;-;-;-;28
"354740 Santa Rita d'Oeste";-;-;2;4;7;27;23;2;1;-;-;-;-;66
"354750 Santa Rita do Passa Quatro";-;-;1;10;11;14;7;-;-;1;-;5;2;51
"354760 Santa Rosa de Viterbo";-;-;-;-;2;2;-;-;1;-;-;-;-;5
"354765 Santa Salete";-;-;2;4;3;3;9;5;-;-;-;-;-;26
"354720 Santana da Ponte Pensa";-;8;-;-;-;3;4;-;-;-;-;-;1;16
"354730 Santana de Parnaíba";-;-;1;6;16;20;8;-;-;-;1;2;1;55
"354770 Santo Anastácio";-;1;23;53;77;97;65;14;1;-;1;-;-;332
"354780 Santo André";-;-;8;32;69;114;30;5;1;3;1;1;2;266
"354790 Santo Antônio da Alegria";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"354800 Santo Antônio de Posse";-;1;1;14;9;6;6;-;-;-;4;1;-;42
"354805 Santo Antônio do Aracanguá";-;9;11;26;27;-;1;-;-;-;-;12;2;88
"354810 Santo Antônio do Jardim";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"354830 Santo Expedito";-;-;-;13;20;26;5;-;-;-;-;-;-;64
"354840 Santópolis do Aguapeí";-;-;4;9;9;2;6;1;-;-;-;-;-;31
"354850 Santos";-;5;22;21;30;41;26;12;3;1;5;2;4;172
"354870 São Bernardo do Campo";-;1;10;56;110;135;45;2;1;4;-;-;1;365
"354880 São Caetano do Sul";-;-;-;3;9;10;2;1;1;-;-;-;-;26
"354890 São Carlos";-;69;380;723;1725;1803;150;21;21;6;1;7;6;4912
"354900 São Francisco";-;-;-;2;-;-;1;-;-;-;-;-;-;3
"354910 São João da Boa Vista";-;2;4;19;39;60;9;4;2;-;4;12;10;165
"354920 São João das Duas Pontes";-;3;18;17;7;4;1;2;1;-;-;-;-;53
"354925 São João de Iracema";-;-;-;1;4;8;-;-;-;1;2;-;-;16
"354930 São João do Pau d'Alho";-;10;-;-;-;5;7;1;-;-;-;-;-;23
"354940 São Joaquim da Barra";-;2369;2226;718;309;132;18;-;1;8;24;10;93;5908
"354950 São José da Bela Vista";-;46;51;13;5;1;-;-;-;-;-;-;1;117
"354970 São José do Rio Pardo";-;1;5;10;78;93;10;2;-;1;1;-;1;202
"354980 São José do Rio Preto";-;1017;1981;2743;7463;6024;2245;424;162;93;86;100;196;22534
"354990 São José dos Campos";-;24;35;60;84;163;84;48;26;9;18;29;6;586
"355000 São Luís do Paraitinga";-;-;-;-;-;1;-;1;1;-;2;1;-;6
"355010 São Manuel";-;-;2;15;25;42;10;1;1;-;-;-;-;96
"355020 São Miguel Arcanjo";-;-;-;-;2;6;2;1;-;1;-;-;-;12
"355030 São Paulo";-;207;580;2016;5171;4950;1365;350;93;52;43;40;54;14921
"355040 São Pedro";-;1;-;6;48;45;26;4;3;1;2;-;4;140
"355050 São Pedro do Turvo";-;-;-;1;3;9;3;-;-;-;-;-;-;16
"355060 São Roque";-;-;-;2;1;2;-;-;-;1;-;-;-;6
"355070 São Sebastião";-;2;9;13;9;110;34;27;25;9;12;8;6;264
"355080 São Sebastião da Grama";-;-;-;-;-;1;1;-;-;-;1;-;-;3
"355090 São Simão";-;-;1;3;21;31;5;2;-;-;1;11;8;83
"355100 São Vicente";-;-;-;2;2;3;4;4;4;3;2;-;-;24
"355110 Sarapuí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"355120 Sarutaiá";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"355130 Sebastianópolis do Sul";-;10;6;2;8;2;1;-;-;-;-;-;1;30
"355140 Serra Azul";-;-;8;33;38;26;3;1;-;-;-;-;-;109
"355160 Serra Negra";-;-;-;6;4;-;-;1;1;1;-;-;-;13
"355150 Serrana";-;-;12;215;344;128;11;1;-;-;-;-;1;712
"355170 Sertãozinho";-;8;19;97;388;582;227;59;27;4;8;22;120;1561
"355180 Sete Barras";-;-;-;-;-;-;-;1;-;-;1;48;6;56
"355190 Severínia";-;3;6;23;171;366;137;31;14;4;3;2;2;762
"355210 Socorro";-;-;6;10;24;43;7;-;1;-;-;-;2;93
"355220 Sorocaba";-;11;31;185;283;296;115;26;16;18;5;6;12;1004
"355230 Sud Mennucci";-;19;120;129;92;63;2;-;-;-;-;-;-;425
"355240 Sumaré";-;1;18;160;484;311;48;5;2;2;1;3;5;1040
"355255 Suzanápolis";-;89;85;45;56;19;-;-;-;-;-;-;5;299
"355250 Suzano";-;-;4;15;125;179;41;17;4;6;21;4;-;416
"355260 Tabapuã";-;2;18;90;195;252;48;7;2;2;1;3;2;622
"355270 Tabatinga";-;2;53;10;32;78;3;1;1;-;-;-;-;180
"355280 Taboão da Serra";-;-;2;8;19;36;14;1;1;1;-;-;-;82
"355290 Taciba";-;-;-;-;-;12;4;-;-;-;-;-;-;16
"355300 Taguaí";-;-;-;-;-;7;3;-;-;-;1;-;-;11
"355310 Taiaçu";-;1;8;14;39;18;10;-;-;-;-;-;-;90
"355320 Taiúva";-;-;14;35;22;29;10;3;-;-;-;-;-;113
"355330 Tambaú";-;-;1;-;-;3;1;-;1;2;-;-;-;8
"355340 Tanabi";-;7;49;113;435;662;277;52;20;5;4;7;11;1642
"355360 Tapiratiba";-;-;-;-;1;1;-;-;-;-;-;1;2;5
"355365 Taquaral";-;-;1;-;2;19;12;-;-;-;-;-;-;34
"355370 Taquaritinga";-;28;114;490;1485;1577;276;57;17;3;4;3;8;4062
"355380 Taquarituba";-;-;-;2;4;8;2;-;-;-;-;-;-;16
"355390 Tarabai";-;-;-;1;-;-;5;-;-;-;-;-;-;6
"355395 Tarumã";-;-;1;9;84;39;9;15;3;-;3;2;-;165
"355400 Tatuí";-;1;3;5;8;15;13;2;-;2;-;1;-;50
"355410 Taubaté";-;1;10;15;30;61;30;24;9;7;13;4;19;223
"355430 Teodoro Sampaio";-;-;2;19;26;32;20;3;1;-;6;1;-;110
"355440 Terra Roxa";-;30;83;35;10;2;-;-;-;-;-;-;3;163
"355450 Tietê";-;-;-;1;1;4;1;-;-;1;-;-;-;8
"355470 Torrinha";-;-;-;4;9;5;1;-;-;-;-;-;-;19
"355475 Trabiju";-;-;8;18;9;4;-;-;-;-;1;12;5;57
"355480 Tremembé";-;-;-;2;3;7;6;3;3;-;-;1;-;25
"355490 Três Fronteiras";-;3;19;27;34;17;11;2;-;-;-;-;-;113
"355495 Tuiuti";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"355500 Tupã";-;18;91;525;2380;2492;706;87;20;11;13;2;6;6351
"355510 Tupi Paulista";-;43;67;66;48;49;9;17;5;4;1;1;9;319
"355520 Turiúba";-;-;1;7;42;5;-;-;1;-;-;-;-;56
"355530 Turmalina";-;-;1;5;24;3;6;8;-;-;10;12;5;74
"355535 Ubarana";-;23;100;83;93;75;14;5;3;-;-;-;2;398
"355540 Ubatuba";-;11;19;46;65;80;16;3;5;-;5;3;2;255
"355550 Ubirajara";-;-;-;2;2;1;-;-;-;-;-;-;-;5
"355560 Uchoa";-;122;211;52;41;42;22;4;1;1;3;1;23;523
"355570 União Paulista";-;46;43;15;8;17;3;1;-;-;-;-;1;134
"355580 Urânia";-;-;6;18;65;69;14;5;1;1;6;5;23;213
"355590 Uru";-;-;-;7;1;1;1;-;-;-;-;-;-;10
"355600 Urupês";-;-;1;2;3;3;2;-;-;1;-;-;-;12
"355610 Valentim Gentil";-;13;11;55;35;33;7;1;3;1;-;1;2;162
"355620 Valinhos";-;3;4;19;68;87;37;7;2;2;-;1;-;230
"355630 Valparaíso";-;-;5;21;43;59;62;32;4;12;8;11;5;262
"355635 Vargem";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"355640 Vargem Grande do Sul";-;1;17;50;138;159;55;8;2;-;2;1;-;433
"355645 Vargem Grande Paulista";-;-;-;2;-;1;-;-;-;-;1;1;-;5
"355650 Várzea Paulista";-;1;2;129;292;196;41;3;-;2;3;1;-;670
"355660 Vera Cruz";-;1;-;6;11;32;11;2;1;-;-;-;1;65
"355670 Vinhedo";-;-;4;18;44;37;1;3;-;-;-;-;1;108
"355680 Viradouro";-;-;3;23;129;113;28;13;2;-;-;-;-;311
"355690 Vista Alegre do Alto";-;-;1;4;32;122;57;11;1;-;-;-;-;228
"355695 Vitória Brasil";-;-;-;1;2;3;5;-;-;5;7;10;5;38
"355700 Votorantim";-;1;7;49;55;32;12;5;2;-;-;-;-;163
"355710 Votuporanga";-;34;146;317;908;1589;1282;499;284;168;162;323;488;6200
"355715 Zacarias";-;-;6;9;22;10;-;-;-;-;-;-;-;47
"410010 Abatiá";-;-;5;32;27;23;2;-;-;1;-;-;-;90
"412862 Alto Paraíso";-;-;-;-;2;1;-;-;-;-;-;-;1;4
"410060 Alto Paraná";-;-;1;-;-;-;-;2;-;3;9;24;38;77
"410070 Alto Piquiri";-;1;-;-;20;49;17;1;-;-;-;-;-;88
"410050 Altônia";-;1;1;3;5;11;11;9;-;3;1;1;11;57
"410080 Alvorada do Sul";-;2;14;89;17;2;-;-;-;-;-;-;-;124
"410090 Amaporã";-;-;-;1;14;56;14;5;-;-;-;1;-;91
"410100 Ampére";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"410105 Anahy";-;-;2;19;1;1;1;-;-;-;-;-;-;24
"410110 Andirá";-;-;2;64;70;51;28;7;3;3;2;3;2;235
"410115 Ângulo";-;-;-;-;1;3;1;1;1;1;8;50;37;103
"410120 Antonina";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410140 Apucarana";-;-;1;11;61;65;7;7;3;-;2;-;1;158
"410150 Arapongas";-;1;1;2;1;2;-;-;-;-;-;-;-;7
"410160 Arapoti";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410165 Arapuã";-;-;-;-;41;20;2;-;-;1;1;-;-;65
"410170 Araruna";-;-;-;-;1;3;-;1;-;-;-;-;-;5
"410180 Araucária";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"410185 Ariranha do Ivaí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"410190 Assaí";-;-;3;5;19;55;20;5;-;-;1;-;3;111
"410200 Assis Chateaubriand";-;-;-;1;18;35;6;3;1;-;-;-;2;66
"410210 Astorga";-;-;-;1;21;30;9;-;-;1;-;1;-;63
"410220 Atalaia";-;-;-;-;1;2;3;-;-;-;1;1;2;10
"410240 Bandeirantes";-;2;15;47;77;138;76;18;13;5;6;7;21;425
"410250 Barbosa Ferraz";-;-;-;-;-;1;-;-;-;-;-;-;43;44
"410270 Barra do Jacaré";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"410280 Bela Vista do Paraíso";-;-;1;-;2;-;-;-;-;-;-;-;2;5
"410300 Boa Esperança";-;-;-;-;1;4;3;-;-;-;-;-;-;8
"410302 Boa Esperança do Iguaçu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410305 Boa Vista da Aparecida";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"410310 Bocaiúva do Sul";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"410315 Bom Jesus do Sul";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410320 Bom Sucesso";-;-;-;1;5;5;11;1;-;-;-;-;-;23
"410335 Braganey";-;-;-;-;-;-;-;-;-;-;-;7;54;61
"410337 Brasilândia do Sul";-;-;-;1;3;9;1;1;1;-;-;1;-;17
"410340 Cafeara";-;3;17;2;1;-;-;-;-;-;-;-;-;23
"410345 Cafelândia";-;-;4;14;47;112;36;8;-;-;1;-;1;223
"410347 Cafezal do Sul";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"410350 Califórnia";-;1;-;5;8;7;-;-;-;-;-;-;-;21
"410360 Cambará";-;-;-;-;6;36;13;7;1;-;-;-;-;63
"410370 Cambé";-;2;8;38;174;295;249;78;3;-;2;-;2;851
"410380 Cambira";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"410390 Campina da Lagoa";-;-;1;-;3;9;1;-;-;-;-;-;10;24
"410420 Campo Largo";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410430 Campo Mourão";-;2;15;58;101;137;43;5;2;-;1;-;6;370
"410450 Capanema";-;10;17;5;17;15;6;1;-;-;-;-;-;71
"410460 Capitão Leônidas Marques";-;-;-;3;20;17;4;-;-;-;-;-;-;44
"410480 Cascavel";-;19;145;374;432;422;141;15;3;2;4;21;20;1598
"410500 Catanduvas";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"410510 Centenário do Sul";-;-;-;-;18;9;-;1;-;-;-;-;6;34
"410530 Céu Azul";-;-;-;2;-;4;-;-;-;-;-;-;-;6
"410550 Cianorte";-;3;13;131;300;161;55;13;6;3;39;73;40;837
"410560 Cidade Gaúcha";-;-;-;1;19;27;-;-;-;-;-;-;1;48
"410580 Colombo";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"410590 Colorado";-;-;-;3;10;89;38;27;13;6;16;146;411;759
"410600 Congonhinhas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410630 Corbélia";-;1;-;-;7;17;5;-;-;-;-;-;1;31
"410640 Cornélio Procópio";-;-;3;20;110;114;38;17;2;1;-;1;-;306
"410655 Corumbataí do Sul";-;-;-;-;-;11;16;1;-;-;-;-;-;28
"410680 Cruz Machado";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410660 Cruzeiro do Oeste";-;-;-;1;2;4;4;4;-;2;-;-;9;26
"410670 Cruzeiro do Sul";-;-;1;10;3;-;-;-;-;-;-;2;13;29
"410690 Curitiba";-;-;-;1;5;3;-;-;-;-;-;-;-;9
"410715 Diamante D'Oeste";-;1;-;1;-;2;-;-;-;-;-;-;-;4
"410710 Diamante do Norte";-;-;-;2;4;5;4;1;-;2;6;24;168;216
"410720 Dois Vizinhos";-;-;-;-;2;-;-;-;-;-;-;-;1;3
"410725 Douradina";-;1;-;-;1;2;6;8;8;9;2;14;24;75
"410730 Doutor Camargo";-;-;-;1;-;11;9;2;-;1;-;28;54;106
"410750 Engenheiro Beltrão";-;-;-;-;8;21;1;-;-;-;-;2;60;92
"410753 Entre Rios do Oeste";-;-;-;2;20;26;12;6;-;-;-;-;-;66
"410755 Farol";-;-;-;-;1;4;-;-;-;-;-;-;-;5
"410760 Faxinal";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"410770 Fênix";-;-;-;-;1;6;5;2;-;2;-;2;-;18
"410780 Floraí";-;-;-;2;4;26;21;14;7;2;24;107;155;362
"410790 Floresta";-;-;-;6;13;17;9;-;-;-;-;-;1;46
"410800 Florestópolis";-;-;1;2;29;99;60;19;15;7;17;58;102;409
"410810 Flórida";-;-;-;16;16;24;8;4;5;-;1;-;-;74
"410820 Formosa do Oeste";-;-;1;-;2;6;1;1;-;-;-;-;-;11
"410830 Foz do Iguaçu";-;17;67;247;775;1304;284;81;66;100;185;225;244;3595
"410832 Francisco Alves";-;1;6;141;66;57;22;6;-;-;-;-;-;299
"410840 Francisco Beltrão";-;-;-;1;2;2;-;2;-;-;1;-;-;8
"410855 Godoy Moreira";-;-;-;-;-;6;2;1;-;-;-;-;-;9
"410860 Goioerê";-;-;-;8;18;13;7;5;2;-;-;-;-;53
"410870 Grandes Rios";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410880 Guaíra";-;1;2;24;39;49;48;14;-;-;2;30;82;291
"410890 Guairaçá";-;-;1;-;-;1;1;1;1;-;-;15;23;43
"410900 Guapirama";-;-;-;3;6;-;-;-;-;-;-;-;-;9
"410910 Guaporema";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"410920 Guaraci";-;-;1;-;1;1;7;14;2;1;-;1;15;43
"410930 Guaraniaçu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"410960 Guaratuba";-;-;-;2;9;-;-;-;-;-;-;-;-;11
"410980 Ibiporã";-;3;7;76;414;650;172;50;19;6;14;33;75;1519
"410990 Icaraíma";-;-;1;15;15;6;8;1;-;-;-;-;-;46
"411000 Iguaraçu";-;-;-;-;-;-;-;-;2;1;-;-;-;3
"411005 Iguatu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411030 Inajá";-;1;-;2;4;2;7;2;8;14;26;2;2;70
"411040 Indianópolis";-;-;-;-;-;9;11;4;6;-;-;-;-;30
"411050 Ipiranga";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"411060 Iporã";-;-;-;2;13;8;7;8;3;1;-;-;-;42
"411070 Irati";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411080 Iretama";-;-;1;-;-;3;1;-;-;-;-;1;6;12
"411090 Itaguajé";-;-;-;-;1;9;8;2;3;2;-;-;-;25
"411095 Itaipulândia";-;-;-;1;3;7;18;1;-;2;-;-;-;32
"411100 Itambaracá";-;4;-;1;-;7;3;-;-;-;-;-;-;15
"411110 Itambé";-;2;54;38;69;60;23;2;1;1;-;-;-;250
"411130 Itaúna do Sul";-;-;-;-;-;-;2;-;-;-;-;-;1;3
"411150 Ivaiporã";-;1;-;2;4;34;-;3;1;-;1;17;32;95
"411155 Ivaté";-;-;-;-;1;20;12;5;-;1;1;2;-;42
"411160 Ivatuba";-;-;1;4;3;3;6;5;2;-;-;-;1;25
"411180 Jacarezinho";-;-;9;68;318;486;189;29;6;4;21;77;80;1287
"411190 Jaguapitã";-;-;-;2;25;26;11;8;-;-;-;-;1;73
"411210 Jandaia do Sul";-;-;-;1;1;5;7;-;-;-;-;-;-;14
"411240 Japurá";-;1;11;298;90;34;2;-;1;-;-;-;-;437
"411250 Jardim Alegre";-;-;-;-;7;8;5;2;1;1;-;2;2;28
"411260 Jardim Olinda";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"411270 Jataizinho";-;1;1;7;34;30;9;-;1;-;-;2;2;87
"411275 Jesuítas";-;-;-;-;11;59;39;10;3;1;3;11;2;139
"411295 Juranda";-;-;-;1;-;-;-;-;6;6;2;5;43;63
"411300 Jussara";-;-;-;-;4;10;13;-;-;-;-;-;1;28
"411340 Leópolis";-;-;-;33;61;32;6;-;2;-;4;-;1;139
"411345 Lindoeste";-;-;2;20;117;127;12;4;4;-;-;-;-;286
"411350 Loanda";-;1;16;105;262;22;22;7;8;3;3;4;7;460
"411360 Lobato";-;2;3;4;9;4;-;-;-;-;-;-;1;23
"411370 Londrina";-;124;496;393;340;664;355;76;46;13;13;68;172;2760
"411373 Luiziana";-;-;-;-;-;-;4;-;-;-;-;-;-;4
"411375 Lunardelli";-;-;-;-;3;3;1;-;-;-;-;-;-;7
"411380 Lupionópolis";-;14;38;14;7;12;9;11;10;14;8;6;9;152
"411400 Mamborê";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"411410 Mandaguaçu";-;-;-;2;12;11;5;2;-;-;-;-;3;35
"411420 Mandaguari";-;2;6;17;40;54;4;1;-;-;-;-;3;127
"411460 Marechal Cândido Rondon";-;-;2;6;27;36;17;5;-;1;1;-;-;95
"411470 Maria Helena";-;-;-;-;-;5;1;-;-;-;-;-;-;6
"411480 Marialva";-;-;-;-;5;6;9;2;2;-;-;1;4;29
"411490 Marilândia do Sul";-;-;-;-;1;2;-;1;-;-;-;-;-;4
"411500 Marilena";-;1;4;4;10;2;1;2;-;1;1;-;-;26
"411510 Mariluz";-;-;-;6;15;78;37;6;2;2;1;3;2;152
"411520 Maringá";-;3;29;143;245;308;182;87;17;12;7;40;162;1235
"411535 Maripá";-;-;-;-;4;9;-;1;-;-;-;-;-;14
"411540 Marmeleiro";-;-;-;2;29;14;1;-;-;-;-;-;-;46
"411550 Marumbi";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"411560 Matelândia";-;-;-;3;-;1;1;-;1;-;-;1;-;7
"411570 Matinhos";-;2;1;1;26;59;34;-;-;1;-;-;-;124
"411573 Mato Rico";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411575 Mauá da Serra";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"411580 Medianeira";-;3;5;39;155;229;65;8;5;5;6;6;3;529
"411585 Mercedes";-;-;-;2;103;134;7;-;-;-;-;-;-;246
"411590 Mirador";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411600 Miraselva";-;-;-;1;3;-;-;-;-;-;-;2;1;7
"411605 Missal";-;-;6;33;62;20;3;-;-;-;-;-;-;124
"411610 Moreira Sales";-;4;36;36;18;37;22;4;1;-;-;-;-;158
"411630 Munhoz de Melo";-;-;-;-;-;7;1;3;2;1;2;3;-;19
"411640 Nossa Senhora das Graças";-;-;1;3;1;-;5;-;-;1;-;-;4;15
"411650 Nova Aliança do Ivaí";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411660 Nova América da Colina";-;-;2;2;-;6;3;-;-;-;-;-;-;13
"411670 Nova Aurora";-;-;-;-;-;2;3;1;-;-;-;1;5;12
"411680 Nova Cantu";-;1;-;-;-;1;6;3;3;9;20;279;82;404
"411690 Nova Esperança";-;5;9;22;64;66;16;4;6;6;3;4;16;221
"411700 Nova Fátima";-;-;-;1;3;5;1;4;-;-;-;-;-;14
"411710 Nova Londrina";-;4;14;30;137;111;28;7;-;1;-;3;4;339
"411720 Nova Olímpia";-;-;-;16;5;-;-;-;-;-;-;1;-;22
"411722 Nova Santa Rosa";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"411727 Nova Tebas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411730 Ortigueira";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"411745 Ouro Verde do Oeste";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"411750 Paiçandu";-;-;1;42;99;224;34;5;2;2;-;2;-;411
"411780 Palmital";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411790 Palotina";-;-;-;11;49;103;39;10;-;-;-;-;-;212
"411800 Paraíso do Norte";-;-;-;-;-;12;3;1;-;1;-;9;22;48
"411810 Paranacity";-;2;7;24;27;17;20;15;2;1;-;81;225;421
"411820 Paranaguá";-;-;-;3;8;19;6;6;1;-;-;1;-;44
"411830 Paranapoema";-;1;-;2;8;49;36;5;-;-;-;1;11;113
"411840 Paranavaí";-;10;13;39;130;157;14;10;28;30;39;188;634;1292
"411845 Pato Bragado";-;-;-;-;1;5;1;-;-;-;-;-;-;7
"411850 Pato Branco";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"411880 Peabiru";-;-;1;11;55;43;29;3;1;-;1;11;86;241
"411885 Perobal";-;-;-;-;1;9;15;5;-;1;1;-;1;33
"411890 Pérola";-;1;-;-;-;1;-;-;-;-;-;2;-;4
"411900 Pérola d'Oeste";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"411940 Piraí do Sul";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"411965 Pitangueiras";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411980 Planalto";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"411990 Ponta Grossa";-;-;1;-;2;3;-;-;-;-;1;-;-;7
"411995 Pontal do Paraná";-;2;2;2;2;-;-;-;-;-;-;1;2;11
"412000 Porecatu";-;3;2;7;5;3;3;-;-;6;7;10;11;57
"412020 Porto Rico";-;-;1;28;69;29;19;-;-;-;-;4;1;151
"412040 Presidente Castelo Branco";-;-;-;-;1;3;2;-;-;-;-;1;3;10
"412050 Primeiro de Maio";-;1;-;76;261;512;133;6;-;-;-;-;1;990
"412060 Prudentópolis";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"412085 Quatro Pontes";-;-;-;1;12;8;1;1;-;-;-;-;-;23
"412090 Quedas do Iguaçu";-;1;-;-;4;5;-;-;-;-;-;-;-;10
"412100 Querência do Norte";-;-;-;2;1;12;18;8;1;1;-;1;2;46
"412110 Quinta do Sol";-;-;-;1;16;18;3;11;3;3;39;144;193;431
"412130 Rancho Alegre";-;4;5;10;4;-;-;-;-;-;-;-;1;24
"412135 Rancho Alegre D'Oeste";-;-;-;-;10;14;10;3;-;-;1;-;-;38
"412140 Realeza";-;7;8;19;15;12;-;-;-;-;1;-;1;63
"412180 Ribeirão Claro";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"412190 Ribeirão do Pinhal";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"412240 Rolândia";-;-;-;1;9;13;7;2;-;-;-;-;2;34
"412250 Roncador";-;-;-;-;-;1;1;-;-;-;-;-;5;7
"412260 Rondon";-;-;-;10;6;-;2;1;-;-;-;-;-;19
"412270 Sabáudia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"412280 Salgado Filho";-;-;3;3;-;-;-;-;-;-;-;-;-;6
"412310 Santa Amélia";-;-;-;-;2;2;-;-;-;-;-;-;-;4
