DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"354790 Santo Antônio da Alegria";-;-;14;34;18;-;-;-;-;-;-;2;-;68
"354800 Santo Antônio de Posse";-;20;18;93;8;4;2;-;-;-;-;2;-;147
"354805 Santo Antônio do Aracanguá";-;2;6;1;-;-;-;-;-;-;-;-;-;9
"354810 Santo Antônio do Jardim";-;-;1;2;3;1;-;-;-;-;-;-;-;7
"354820 Santo Antônio do Pinhal";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354830 Santo Expedito";-;2;2;2;-;-;-;-;-;-;-;-;-;6
"354840 Santópolis do Aguapeí";-;-;3;-;1;-;-;-;-;-;-;-;-;4
"354850 Santos";-;42;84;632;340;113;16;2;-;2;4;4;5;1244
"354860 São Bento do Sapucaí";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"354870 São Bernardo do Campo";-;16;93;406;273;74;24;14;-;-;1;2;6;909
"354880 São Caetano do Sul";-;13;7;20;10;4;1;2;1;-;-;-;2;60
"354890 São Carlos";-;27;45;36;133;36;19;3;1;-;-;1;-;301
"354900 São Francisco";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"354910 São João da Boa Vista";-;8;21;26;13;8;1;-;-;1;-;2;1;81
"354920 São João das Duas Pontes";-;-;6;1;-;2;-;-;-;-;-;-;1;10
"354925 São João de Iracema";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"354930 São João do Pau d'Alho";-;4;24;6;1;-;-;-;-;-;-;-;3;38
"354940 São Joaquim da Barra";-;183;318;150;22;-;1;-;-;1;3;1;10;689
"354950 São José da Bela Vista";-;10;2;1;-;-;-;-;-;-;-;-;4;17
"354970 São José do Rio Pardo";-;7;12;12;10;4;-;-;-;-;1;-;3;49
"354980 São José do Rio Preto";-;1647;3347;4099;3859;1355;317;65;55;25;70;34;99;14972
"354990 São José dos Campos";-;165;313;409;442;114;32;24;17;18;27;49;52;1662
"354995 São Lourenço da Serra";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"355000 São Luís do Paraitinga";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"355010 São Manuel";-;7;8;9;25;4;-;-;-;-;-;-;1;54
"355020 São Miguel Arcanjo";-;-;1;4;4;-;-;-;-;-;-;-;-;9
"355030 São Paulo";-;1211;2961;4185;4387;1827;171;46;26;30;41;30;99;15014
"355040 São Pedro";-;3;1;1;-;1;-;-;1;-;-;-;1;8
"355050 São Pedro do Turvo";-;5;30;14;25;5;-;-;-;-;-;-;-;79
"355060 São Roque";-;8;6;9;31;13;1;2;-;-;-;-;-;70
"355070 São Sebastião";-;5;10;10;12;5;2;-;-;-;-;-;2;46
"355080 São Sebastião da Grama";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"355090 São Simão";-;53;280;71;1;-;-;-;-;-;-;-;6;411
"355100 São Vicente";-;9;16;17;7;1;1;-;1;1;-;-;3;56
"355130 Sebastianópolis do Sul";-;2;1;1;-;-;-;-;-;-;-;-;-;4
"355140 Serra Azul";-;6;14;9;9;-;-;-;-;-;-;-;1;39
"355160 Serra Negra";-;3;2;7;5;-;-;-;-;-;-;-;1;18
"355150 Serrana";-;200;174;78;15;-;1;2;-;-;-;1;12;483
"355170 Sertãozinho";-;1342;1086;486;103;5;2;-;3;1;1;-;50;3079
"355180 Sete Barras";-;-;-;-;1;-;1;-;-;-;-;-;1;3
"355190 Severínia";-;-;2;18;15;9;1;3;-;-;1;-;-;49
"355210 Socorro";-;3;4;1;-;-;-;-;-;-;-;-;-;8
"355220 Sorocaba";-;26;47;114;95;27;1;1;6;2;3;7;8;337
"355230 Sud Mennucci";-;5;15;4;1;-;-;-;-;-;-;-;-;25
"355240 Sumaré";-;101;150;173;21;4;1;10;1;1;-;-;1;463
"355255 Suzanápolis";-;2;3;6;-;2;-;-;-;-;2;3;-;18
"355250 Suzano";-;36;62;116;74;31;8;3;3;4;3;5;4;349
"355260 Tabapuã";-;-;2;1;3;2;-;-;-;-;-;-;-;8
"355270 Tabatinga";-;16;66;103;65;12;2;-;-;-;-;-;-;264
"355280 Taboão da Serra";-;-;7;5;11;8;2;-;-;-;1;-;2;36
"355290 Taciba";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"355300 Taguaí";-;-;-;-;5;-;-;-;-;-;-;-;-;5
"355310 Taiaçu";-;12;4;-;1;-;-;-;-;-;-;-;4;21
"355320 Taiúva";-;6;28;46;39;5;-;-;-;-;-;-;6;130
"355330 Tambaú";-;4;12;12;5;-;-;-;-;1;-;2;-;36
"355340 Tanabi";-;12;12;16;33;11;1;-;-;-;1;2;2;90
"355350 Tapiraí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"355360 Tapiratiba";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"355365 Taquaral";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"355370 Taquaritinga";-;189;316;484;494;93;5;-;2;2;2;2;11;1600
"355380 Taquarituba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"355390 Tarabai";-;1;1;2;-;-;-;-;-;-;-;-;-;4
"355400 Tatuí";-;4;9;23;50;16;1;-;-;-;1;1;-;105
"355410 Taubaté";-;234;439;1206;957;308;61;34;3;-;3;8;10;3263
"355430 Teodoro Sampaio";-;23;43;90;30;4;-;-;-;-;-;-;1;191
"355440 Terra Roxa";-;-;2;3;2;-;-;-;-;-;-;-;1;8
"355450 Tietê";-;4;6;26;26;2;-;-;-;-;-;-;-;64
"355465 Torre de Pedra";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"355470 Torrinha";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"355480 Tremembé";-;159;130;142;106;39;5;2;1;-;-;-;7;591
"355490 Três Fronteiras";-;3;13;12;6;-;-;-;-;1;-;-;-;35
"355495 Tuiuti";-;-;1;2;-;-;-;-;-;-;-;-;-;3
"355500 Tupã";-;36;20;32;8;2;4;-;-;1;-;-;3;106
"355510 Tupi Paulista";-;-;1;-;1;1;-;-;-;-;-;-;-;3
"355520 Turiúba";-;5;7;5;1;1;1;-;-;-;-;-;-;20
"355530 Turmalina";-;-;5;3;6;3;-;-;-;-;-;-;-;17
"355535 Ubarana";-;30;39;25;4;-;-;1;-;-;-;-;-;99
"355540 Ubatuba";-;19;18;30;12;1;-;1;-;-;2;-;1;84
"355560 Uchoa";-;11;94;44;12;3;1;-;1;1;-;-;-;167
"355570 União Paulista";-;-;1;2;3;1;-;-;-;-;-;-;-;7
"355580 Urânia";-;8;13;17;43;10;-;1;-;-;-;-;-;92
"355590 Uru";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"355600 Urupês";-;2;-;2;1;1;-;-;-;-;-;-;-;6
"355610 Valentim Gentil";-;7;9;1;4;1;-;-;-;-;-;-;-;22
"355620 Valinhos";-;2;2;5;4;2;-;1;-;-;-;-;2;18
"355630 Valparaíso";-;9;5;13;-;-;-;-;-;-;-;-;1;28
"355640 Vargem Grande do Sul";-;1;13;33;49;21;2;-;-;-;-;2;-;121
"355645 Vargem Grande Paulista";-;1;1;5;1;-;-;-;-;-;-;-;-;8
"355650 Várzea Paulista";-;1;9;8;7;1;-;-;-;-;-;-;-;26
"355660 Vera Cruz";-;-;-;4;4;1;-;-;-;-;-;-;1;10
"355670 Vinhedo";-;7;6;14;7;2;-;2;1;1;-;1;1;42
"355680 Viradouro";-;4;29;21;11;4;-;-;-;-;-;-;-;69
"355690 Vista Alegre do Alto";-;-;2;4;3;3;-;-;-;-;-;-;-;12
"355695 Vitória Brasil";-;7;1;5;1;-;-;-;-;-;-;-;1;15
"355700 Votorantim";-;1;10;15;8;4;-;-;-;-;-;-;-;38
"355710 Votuporanga";-;153;265;184;149;36;16;4;1;7;5;-;24;844
"410010 Abatiá";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"410020 Adrianópolis";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410030 Agudos do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410040 Almirante Tamandaré";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"410060 Alto Paraná";-;4;3;6;1;-;-;-;-;-;-;-;-;14
"410070 Alto Piquiri";-;3;13;3;2;-;-;-;-;1;-;-;-;22
"410050 Altônia";-;4;6;6;2;-;-;-;-;-;-;-;-;18
"410080 Alvorada do Sul";-;1;1;-;2;1;1;-;1;-;-;-;-;7
"410090 Amaporã";-;-;-;4;-;-;-;-;-;-;-;2;-;6
"410100 Ampére";-;4;44;139;507;9;-;-;-;-;-;1;-;704
"410105 Anahy";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410110 Andirá";-;14;5;6;5;1;2;-;-;-;-;1;-;34
"410115 Ângulo";-;1;1;-;2;-;-;-;-;-;-;-;-;4
"410120 Antonina";-;13;28;36;50;7;-;-;-;1;-;-;1;136
"410140 Apucarana";-;4;11;47;13;3;-;-;-;-;-;-;-;78
"410150 Arapongas";-;2;7;24;10;1;-;-;-;-;-;-;1;45
"410160 Arapoti";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410165 Arapuã";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"410170 Araruna";-;-;4;3;-;-;-;-;-;-;-;-;-;7
"410180 Araucária";-;-;1;-;2;-;-;-;-;-;-;-;-;3
"410190 Assaí";-;760;383;37;11;3;-;-;3;-;2;-;20;1219
"410200 Assis Chateaubriand";-;8;18;21;18;5;2;2;-;-;1;1;2;78
"410210 Astorga";-;3;20;18;63;4;1;-;-;-;-;-;-;109
"410220 Atalaia";-;1;1;7;5;-;-;-;2;-;-;-;-;16
"410240 Bandeirantes";-;3;7;7;6;1;1;-;-;-;-;-;-;25
"410250 Barbosa Ferraz";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"410270 Barra do Jacaré";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"410260 Barracão";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"410275 Bela Vista da Caroba";-;-;4;8;1;-;-;-;-;-;-;-;-;13
"410280 Bela Vista do Paraíso";-;4;30;123;27;1;-;-;-;-;1;-;-;186
"410304 Boa Ventura de São Roque";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410305 Boa Vista da Aparecida";-;5;38;77;36;1;-;-;-;-;-;-;-;157
"410315 Bom Jesus do Sul";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"410320 Bom Sucesso";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"410330 Borrazópolis";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410335 Braganey";-;-;33;16;3;-;-;-;-;-;-;-;-;52
"410337 Brasilândia do Sul";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410340 Cafeara";-;1;2;2;-;-;-;-;-;2;-;-;-;7
"410345 Cafelândia";-;24;71;111;37;1;-;-;1;-;-;1;1;247
"410347 Cafezal do Sul";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"410350 Califórnia";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410360 Cambará";-;56;75;57;56;9;1;2;-;-;-;-;8;264
"410370 Cambé";-;60;160;180;194;57;3;2;6;1;-;1;1;665
"410380 Cambira";-;-;-;1;4;-;-;-;-;-;-;-;-;5
"410390 Campina da Lagoa";-;1;3;9;36;-;-;1;-;-;-;-;-;50
"410420 Campo Largo";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410425 Campo Magro";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410430 Campo Mourão";-;18;17;37;24;7;2;-;-;-;-;-;-;105
"410440 Cândido de Abreu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410442 Candói";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410445 Cantagalo";-;2;1;2;-;-;-;-;-;-;-;-;-;5
"410450 Capanema";-;2;77;182;52;10;1;-;-;-;-;-;-;324
"410460 Capitão Leônidas Marques";-;25;5;8;7;1;-;-;-;-;-;-;2;48
"410480 Cascavel";-;37;169;345;647;73;5;3;5;4;7;5;6;1306
"410500 Catanduvas";-;1;-;3;11;1;-;-;-;-;-;-;-;16
"410510 Centenário do Sul";-;2;5;3;1;-;-;-;-;-;-;-;-;11
"410520 Cerro Azul";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410530 Céu Azul";-;-;10;16;7;3;-;-;-;-;-;-;-;36
"410540 Chopinzinho";-;-;6;9;2;-;-;-;-;-;-;-;1;18
"410550 Cianorte";-;9;13;21;17;4;-;-;-;1;1;-;-;66
"410560 Cidade Gaúcha";-;2;-;3;4;2;-;-;-;-;-;-;-;11
"410580 Colombo";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410590 Colorado";-;134;322;35;10;3;1;1;-;-;-;-;3;509
"410600 Congonhinhas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410630 Corbélia";-;3;38;69;61;-;-;-;-;-;-;-;-;171
"410640 Cornélio Procópio";-;3;31;38;70;16;2;-;1;-;-;-;-;161
"410650 Coronel Vivida";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"410657 Cruzeiro do Iguaçu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410660 Cruzeiro do Oeste";-;1;5;7;3;1;-;-;-;-;-;-;-;17
"410670 Cruzeiro do Sul";-;3;4;21;15;7;-;-;-;-;-;-;-;50
"410685 Cruzmaltina";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410690 Curitiba";-;7;19;17;11;2;1;-;-;-;-;1;-;58
"410715 Diamante D'Oeste";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"410710 Diamante do Norte";-;1;4;2;-;1;-;-;-;-;-;-;-;8
"410720 Dois Vizinhos";-;3;7;16;25;5;-;-;-;-;-;-;-;56
"410725 Douradina";-;3;7;5;-;-;-;-;-;-;-;-;-;15
"410730 Doutor Camargo";-;-;1;2;3;-;-;-;-;-;-;-;-;6
"410740 Enéas Marques";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410750 Engenheiro Beltrão";-;3;6;8;-;-;-;-;-;-;-;-;1;18
"410753 Entre Rios do Oeste";-;-;5;15;36;10;-;-;-;-;-;-;-;66
"410752 Esperança Nova";-;-;-;4;7;-;-;-;-;-;-;-;-;11
"410754 Espigão Alto do Iguaçu";-;-;-;3;2;-;-;-;-;-;-;-;-;5
"410755 Farol";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410760 Faxinal";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410770 Fênix";-;-;2;-;-;-;-;-;-;-;-;-;1;3
"410780 Floraí";-;-;-;2;6;4;-;-;-;-;-;-;-;12
"410790 Floresta";-;4;21;11;6;-;-;-;-;-;-;-;-;42
"410800 Florestópolis";-;4;2;-;1;-;-;-;-;-;-;-;-;7
"410810 Flórida";-;-;2;1;3;1;-;-;-;1;-;-;-;8
"410820 Formosa do Oeste";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"410830 Foz do Iguaçu";-;1199;3146;2472;937;70;8;9;-;1;1;7;32;7882
"410832 Francisco Alves";-;3;6;20;3;-;-;-;-;-;-;-;-;32
"410840 Francisco Beltrão";-;16;40;60;76;7;-;-;-;-;-;-;-;199
"410850 General Carneiro";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410855 Godoy Moreira";-;-;-;3;6;-;-;-;-;-;-;-;-;9
"410860 Goioerê";-;4;11;43;52;6;-;-;-;-;-;-;-;116
"410880 Guaíra";-;8;18;6;4;2;-;-;-;-;1;-;-;39
"410890 Guairaçá";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"410900 Guapirama";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410920 Guaraci";-;6;8;-;4;-;-;1;-;2;1;-;-;22
"410930 Guaraniaçu";-;-;1;1;1;-;-;1;-;-;-;-;-;4
"410940 Guarapuava";-;-;2;1;-;2;-;-;-;-;-;-;1;6
"410950 Guaraqueçaba";-;15;32;27;23;4;-;-;-;-;-;-;3;104
"410960 Guaratuba";-;2;5;3;1;-;-;-;1;-;-;-;-;12
"410965 Honório Serpa";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"410975 Ibema";-;-;2;-;-;-;-;-;-;-;-;1;-;3
"410980 Ibiporã";-;172;393;618;242;5;2;-;2;2;2;1;3;1442
"410990 Icaraíma";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"411000 Iguaraçu";-;4;10;14;12;-;-;-;-;-;-;1;-;41
"411005 Iguatu";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411010 Imbituva";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"411030 Inajá";-;-;-;6;9;6;3;-;-;-;-;-;-;24
"411040 Indianópolis";-;-;-;-;4;-;-;-;-;-;-;-;-;4
"411050 Ipiranga";-;-;3;42;54;-;-;-;-;-;-;-;1;100
"411060 Iporã";-;3;-;2;24;4;-;-;-;-;-;1;-;34
"411070 Irati";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"411080 Iretama";-;2;-;1;6;2;-;-;-;-;-;-;-;11
"411090 Itaguajé";-;-;4;3;5;-;-;2;-;-;-;-;-;14
"411095 Itaipulândia";-;6;14;37;19;-;-;-;-;-;-;-;-;76
"411100 Itambaracá";-;17;26;16;3;-;-;-;-;-;-;-;-;62
"411110 Itambé";-;1;1;5;-;-;-;-;-;-;-;-;-;7
"411120 Itapejara d'Oeste";-;1;1;1;32;2;-;-;-;-;-;-;-;37
"411130 Itaúna do Sul";-;-;1;2;2;1;-;1;-;-;-;-;-;7
"411150 Ivaiporã";-;7;43;90;43;1;-;-;-;-;-;-;1;185
"411155 Ivaté";-;1;3;2;-;1;-;-;-;-;-;1;1;9
"411160 Ivatuba";-;-;-;13;5;-;-;-;-;-;-;-;-;18
"411180 Jacarezinho";-;3;10;7;1;-;-;-;-;-;-;-;-;21
"411190 Jaguapitã";-;1;4;8;30;8;2;-;1;-;-;-;-;54
"411200 Jaguariaíva";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411210 Jandaia do Sul";-;2;3;16;3;-;-;-;-;-;-;-;-;24
"411220 Janiópolis";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"411240 Japurá";-;1;2;2;-;-;-;-;-;-;-;-;-;5
"411250 Jardim Alegre";-;-;1;7;19;1;-;-;-;-;-;-;-;28
"411260 Jardim Olinda";-;-;6;-;-;-;-;-;-;-;-;-;-;6
"411270 Jataizinho";-;28;53;43;9;6;2;7;-;1;-;1;1;151
"411275 Jesuítas";-;1;9;21;9;9;-;-;-;1;-;-;-;50
"411295 Juranda";-;-;2;5;9;13;2;-;-;-;-;1;-;32
"411300 Jussara";-;-;1;-;1;1;-;-;-;-;-;-;-;3
"411320 Lapa";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411325 Laranjal";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"411330 Laranjeiras do Sul";-;1;-;-;1;-;-;-;-;-;-;1;-;3
"411340 Leópolis";-;17;37;22;1;-;-;-;-;-;-;-;-;77
"411345 Lindoeste";-;-;2;1;2;-;-;-;-;-;-;-;-;5
"411350 Loanda";-;2;6;8;2;-;-;-;-;-;-;-;-;18
"411370 Londrina";-;756;1228;1578;1202;268;31;20;13;3;19;11;42;5171
"411375 Lunardelli";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"411380 Lupionópolis";-;-;6;8;8;5;1;1;-;1;-;1;1;32
"411400 Mamborê";-;59;89;83;59;6;1;-;-;-;1;-;-;298
"411410 Mandaguaçu";-;5;36;65;138;36;1;1;1;-;-;-;-;283
"411420 Mandaguari";-;19;19;32;10;-;-;-;-;-;-;1;1;82
"411450 Manoel Ribas";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"411460 Marechal Cândido Rondon";-;8;13;49;32;7;1;-;1;-;-;-;2;113
"411470 Maria Helena";-;2;1;4;1;-;-;-;-;-;-;-;-;8
"411480 Marialva";-;35;104;94;124;29;2;1;4;4;8;1;1;407
"411490 Marilândia do Sul";-;2;2;1;-;-;-;-;-;-;-;-;-;5
"411500 Marilena";-;-;-;4;2;2;2;-;-;-;-;-;-;10
"411510 Mariluz";-;-;10;14;12;2;-;1;-;1;1;1;-;42
"411520 Maringá";-;242;764;1008;688;87;5;5;10;19;22;27;13;2890
"411535 Maripá";-;2;9;23;3;1;-;-;-;1;-;-;-;39
"411540 Marmeleiro";-;1;3;9;1;-;-;-;-;-;-;-;-;14
"411550 Marumbi";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"411560 Matelândia";-;2;38;20;23;6;1;-;-;-;-;-;-;90
"411570 Matinhos";-;5;9;5;4;1;-;-;-;-;-;-;1;25
"411575 Mauá da Serra";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"411580 Medianeira";-;97;478;899;391;25;1;1;2;-;-;1;1;1896
"411585 Mercedes";-;2;1;2;1;-;-;-;-;-;-;-;-;6
"411590 Mirador";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411600 Miraselva";-;-;-;3;5;-;2;-;-;1;1;-;-;12
"411605 Missal";-;12;22;8;7;2;-;-;-;-;1;4;-;56
"411610 Moreira Sales";-;-;2;2;-;2;-;-;-;-;-;-;-;6
"411620 Morretes";-;1;11;4;2;-;-;-;-;-;-;-;-;18
"411630 Munhoz de Melo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411640 Nossa Senhora das Graças";-;3;-;5;9;4;-;-;-;-;-;-;-;21
"411650 Nova Aliança do Ivaí";-;10;1;4;1;-;-;-;-;-;-;-;-;16
"411660 Nova América da Colina";-;-;-;1;8;-;-;-;-;-;-;-;-;9
"411670 Nova Aurora";-;-;5;1;5;-;-;-;-;-;-;2;-;13
"411680 Nova Cantu";-;-;-;3;20;-;-;-;-;-;-;-;-;23
"411690 Nova Esperança";-;11;11;12;15;2;-;-;-;-;-;1;-;52
"411695 Nova Esperança do Sudoeste";-;-;3;8;5;-;-;-;-;-;-;-;-;16
"411700 Nova Fátima";-;2;2;2;4;4;-;-;-;-;-;-;-;14
"411705 Nova Laranjeiras";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411710 Nova Londrina";-;2;2;-;2;-;-;-;-;-;-;-;-;6
"411720 Nova Olímpia";-;1;1;4;-;-;-;-;-;-;-;1;-;7
"411725 Nova Prata do Iguaçu";-;1;4;8;-;-;-;-;-;-;-;-;-;13
"411721 Nova Santa Bárbara";-;1;2;1;2;-;-;-;-;-;-;-;-;6
"411722 Nova Santa Rosa";-;4;17;44;20;-;1;-;-;-;-;-;-;86
"411727 Nova Tebas";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411729 Novo Itacolomi";-;-;1;-;1;-;1;-;-;-;-;-;-;3
"411740 Ourizona";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411745 Ouro Verde do Oeste";-;-;5;18;22;2;-;-;-;-;-;-;-;47
"411750 Paiçandu";-;13;78;90;97;5;-;-;1;2;1;1;-;288
"411760 Palmas";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411790 Palotina";-;5;7;21;11;-;-;-;-;-;-;-;1;45
"411800 Paraíso do Norte";-;2;-;3;2;-;-;-;-;-;-;-;-;7
"411810 Paranacity";-;10;7;7;1;-;-;-;-;-;-;-;-;25
"411820 Paranaguá";-;3161;4085;3689;2787;426;134;67;1;4;17;9;103;14483
"411830 Paranapoema";-;2;6;7;1;-;-;-;-;-;-;-;-;16
"411840 Paranavaí";-;33;41;35;26;3;-;2;1;-;-;-;1;142
"411845 Pato Bragado";-;-;2;2;3;-;-;-;-;-;1;-;-;8
"411850 Pato Branco";-;-;3;34;15;5;-;-;-;-;-;-;2;59
"411880 Peabiru";-;5;24;14;4;-;-;-;-;-;-;-;-;47
"411885 Perobal";-;1;3;4;-;-;-;-;-;-;-;-;-;8
"411890 Pérola";-;2;23;73;23;5;-;-;-;-;-;-;-;126
"411900 Pérola d'Oeste";-;1;3;14;53;24;2;-;-;-;-;-;-;97
"411925 Pinhal de São Bento";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411930 Pinhão";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411960 Pitanga";-;-;-;4;2;1;-;-;-;-;-;-;-;7
"411970 Planaltina do Paraná";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411980 Planalto";-;26;29;40;22;-;-;-;-;-;-;-;-;117
"411990 Ponta Grossa";-;-;4;12;12;1;-;-;-;-;-;-;-;29
"411995 Pontal do Paraná";-;10;10;5;6;1;-;-;-;-;-;-;2;34
"412000 Porecatu";-;36;82;92;37;2;1;1;-;1;-;-;1;253
"412020 Porto Rico";-;1;2;9;1;1;-;-;-;-;-;-;-;14
"412033 Prado Ferreira";-;-;9;1;-;-;-;-;-;-;-;-;-;10
"412035 Pranchita";-;1;5;7;10;-;-;-;-;-;-;-;-;23
"412040 Presidente Castelo Branco";-;-;2;6;-;-;-;-;-;-;-;-;-;8
"412050 Primeiro de Maio";-;2;1;-;-;-;-;-;-;-;-;-;1;4
"412060 Prudentópolis";-;-;3;6;-;-;-;-;-;-;-;-;-;9
"412065 Quarto Centenário";-;-;-;4;2;-;-;-;-;-;-;-;-;6
"412080 Quatro Barras";-;-;2;1;-;-;-;-;-;-;-;-;-;3
"412085 Quatro Pontes";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"412090 Quedas do Iguaçu";-;8;51;211;207;7;-;-;2;-;-;3;-;489
"412100 Querência do Norte";-;-;2;2;-;-;-;-;1;-;-;1;-;6
"412120 Quitandinha";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"412125 Ramilândia";-;-;3;-;4;-;-;-;-;-;-;-;-;7
"412130 Rancho Alegre";-;243;57;8;-;1;-;-;-;-;-;-;16;325
"412135 Rancho Alegre D'Oeste";-;-;2;4;1;-;-;-;-;-;-;-;-;7
"412140 Realeza";-;3;14;42;34;2;-;-;-;-;-;-;-;95
"412170 Reserva";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"412180 Ribeirão Claro";-;1;-;2;3;-;-;-;-;1;-;-;-;7
"412190 Ribeirão do Pinhal";-;1;-;1;1;-;-;-;-;-;-;-;-;3
"412210 Rio Bom";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"412215 Rio Bonito do Iguaçu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"412217 Rio Branco do Ivaí";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"412240 Rolândia";-;15;25;27;24;7;2;-;-;2;1;-;-;103
"412250 Roncador";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"412260 Rondon";-;4;-;7;3;-;-;-;-;-;-;-;-;14
"412265 Rosário do Ivaí";-;15;-;-;-;-;1;-;-;-;-;-;-;16
"412270 Sabáudia";-;1;1;1;2;6;-;-;-;-;-;-;-;11
"412300 Salto do Lontra";-;-;1;-;4;-;-;-;-;1;1;-;-;7
"412310 Santa Amélia";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"412320 Santa Cecília do Pavão";-;5;22;72;149;26;1;-;-;-;-;-;-;275
"412330 Santa Cruz de Monte Castelo";-;-;3;2;1;-;-;-;-;-;1;-;-;7
"412340 Santa Fé";-;1;13;39;51;23;-;-;-;-;-;-;-;127
"412350 Santa Helena";-;69;184;161;51;6;-;1;-;2;4;1;-;479
"412360 Santa Inês";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"412370 Santa Isabel do Ivaí";-;1;3;2;1;-;-;-;1;-;2;1;-;11
"412380 Santa Izabel do Oeste";-;-;12;27;25;2;-;-;-;-;-;-;-;66
"412382 Santa Lúcia";-;-;-;6;1;-;-;-;-;-;-;-;-;7
